query_category,observed_market_region_codes,current_company,proposed_company,proposed_ownership_resolution_status,product_count
cereals,FRANCE,Biocoop,Biocoop,direct,40
dairies,UK_IE,Coop,Coop,direct,39
dairies,UK_IE,Nestlé,Nestlé,direct,39
beverages,FRANCE,Ocean Spray,Ocean Spray,direct,39
snacks,US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,39
beverages,BENELUX|FRANCE,Suntory Beverage & Food,Suntory Beverage & Food,market_scoped,39
snacks,FRANCE|SOUTHERN_EUROPE,PepsiCo,PepsiCo,direct,39
dairies,FRANCE,Picard,Picard,direct,39
snacks,FRANCE,Other / not mapped to a company,Manual review / complex ownership,manual_review,38
beverages,UK_IE,Monster Beverage Corp,Monster Beverage Corp,market_scoped,37
dairies,FRANCE|DACH,Savencia,Savencia,direct,36
dairies,FRANCE|DACH,Lactalis,Lactalis,direct,36
snacks,FRANCE|SOUTHERN_EUROPE,Dia,Dia,direct,36
beverages,US_CANADA,Aldi,Aldi,direct,36
beverages,FRANCE|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,36
snacks,FRANCE|SOUTHERN_EUROPE,Lidl,Lidl,direct,35
beverages,FRANCE,Monster Beverage Corp,Monster Beverage Corp,market_scoped,35
beverages,FRANCE,Manual review / complex ownership,Groupe Casino,direct,35
beverages,UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,35
dairies,BENELUX|FRANCE,Nestlé,Nestlé,direct,35
snacks,FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,35
snacks,FRANCE|US_CANADA,General Mills,General Mills,direct,35
beverages,FRANCE|SOUTHERN_EUROPE,Manual review / complex ownership,Manual review / complex ownership,manual_review,34
cereals,FRANCE|UK_IE,Tesco,Tesco,direct,34
cereals,US_CANADA,H-E-B,H-E-B,direct,34
dairies,BENELUX|FRANCE,Lidl,Lidl,direct,34
dairies,US_CANADA,Savencia,Savencia,direct,33
beverages,FRANCE|SOUTHERN_EUROPE,Auchan,Auchan,direct,33
beverages,FRANCE,Kraft Heinz,Kraft Heinz,direct,33
snacks,FRANCE|UK_IE,Nestlé,Nestlé,direct,33
cereals,FRANCE,Netto,Netto,direct,33
snacks,FRANCE|UK_IE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,33
cereals,US_CANADA,Associated Wholesale Grocers,Associated Wholesale Grocers,direct,32
cereals,FRANCE,Belle France,Belle France,direct,32
beverages,FRANCE|US_CANADA,Nestlé,Nestlé,direct,32
beverages,US_CANADA,Lidl,Lidl,direct,32
beverages,UK_IE,Manual review / complex ownership,Manual review / complex ownership,manual_review,32
beverages,UK_IE,Tropicana Brands Group,Tropicana Brands Group,direct,32
snacks,BENELUX|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,32
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,31
snacks,BENELUX|FRANCE,Nestlé,Nestlé,direct,31
cereals,FRANCE,Priméal,Priméal,direct,31
beverages,UK_IE,Danone,Danone,direct,31
beverages,FRANCE,Other / not mapped to a company,The Coca-Cola Company,direct,31
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,30
dairies,US_CANADA,Lidl,Lidl,direct,30
beverages,FRANCE|UK_IE,Nestlé,Nestlé,direct,30
snacks,FRANCE|SOUTHERN_EUROPE,Barilla,Barilla,direct,30
beverages,FRANCE,Otsuka / Nutrition & Santé,Otsuka / Nutrition & Santé,direct,30
dairies,FRANCE|UK_IE,Sainsbury's,Sainsbury's,direct,30
snacks,NORDICS|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,30
beverages,US_CANADA,Other / not mapped to a company,Kraft Heinz,market_scoped,30
beverages,FRANCE|DACH,Migros,Migros,direct,30
beverages,BENELUX|FRANCE,Danone,Danone,direct,30
cereals,FRANCE,Monoprix,Monoprix,direct,30
cereals,US_CANADA,Target,Target,direct,29
dairies,US_CANADA,Chobani,Other / not mapped to a company,unresolved,29
snacks,FRANCE|UK_IE,Mars,Mars,direct,29
snacks,FRANCE,Trader Joe's,Trader Joe's,direct,29
dairies,FRANCE|DACH,Bel Group,Bel Group,direct,29
beverages,FRANCE,Manual review / complex ownership,Système U,direct,29
dairies,SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,29
beverages,FRANCE,Other / not mapped to a company,Monster Beverage Corp,market_scoped,28
cereals,US_CANADA,Whole Foods / Amazon,Whole Foods / Amazon,direct,28
dairies,BENELUX|FRANCE,Manual review / complex ownership,Manual review / complex ownership,manual_review,28
snacks,FRANCE,Barilla,Barilla,direct,28
snacks,FRANCE,Manual review / complex ownership,Système U,direct,28
snacks,US_CANADA,Lidl,Lidl,direct,28
snacks,BENELUX|FRANCE,Haribo,Haribo,direct,28
dairies,FRANCE|DACH|SOUTHERN_EUROPE,Lidl,Lidl,direct,28
cereals,FRANCE|SOUTHERN_EUROPE,Nestlé,Nestlé,direct,28
cereals,FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,28
cereals,FRANCE,Other / not mapped to a company,PepsiCo,direct,28
beverages,US_CANADA,Other / not mapped to a company,The Coca-Cola Company,direct,28
cereals,BENELUX|FRANCE,Ahold Delhaize,Ahold Delhaize,direct,28
beverages,US_CANADA,Monster Beverage Corp (Coca-Cola 20% stake / exclusive distrib),Monster Beverage Corp (Coca-Cola 20% stake / exclusive distrib),market_scoped,28
beverages,FRANCE|US_CANADA,The Coca-Cola Company,The Coca-Cola Company,direct,28
cereals,FRANCE|UK_IE,Mars,Mars,market_scoped,27
cereals,UK_IE,Post Holdings,Post Holdings,direct,27
cereals,US_CANADA,Mars,Mars,direct,27
beverages,FRANCE,Mondelēz International,Mondelēz International,direct,27
dairies,BENELUX|FRANCE|DACH|UK_IE|SOUTHERN_EUROPE,Savencia,Savencia,direct,27
dairies,FRANCE,Kraft Heinz,Kraft Heinz,direct,27
snacks,FRANCE|US_CANADA,The Campbell's Company,The Campbell's Company,direct,27
dairies,UK_IE,Saputo,Saputo,direct,27
dairies,FRANCE|SOUTHERN_EUROPE,Danone,Danone,direct,27
dairies,SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,27
beverages,FRANCE|US_CANADA,Tropicana Brands Group,Tropicana Brands Group,direct,27
beverages,BENELUX|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,27
snacks,FRANCE|SOUTHERN_EUROPE,Ferrero,Ferrero,direct,27
dairies,UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,27
beverages,FRANCE|SOUTHERN_EUROPE,Lactalis,Lactalis,direct,26
beverages,FRANCE|DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,26
cereals,US_CANADA,Ferrero,Other / not mapped to a company,unresolved,26
dairies,FRANCE|US_CANADA,Danone (Dannon in US),Danone (Dannon in US),market_scoped,26
cereals,FRANCE|DACH,Alnatura,Alnatura,direct,26
beverages,FRANCE|US_CANADA,PepsiCo,PepsiCo,direct,26
dairies,FRANCE|SOUTHERN_EUROPE,Auchan,Auchan,direct,26
dairies,FRANCE|SOUTHERN_EUROPE,Dia,Dia,direct,26
beverages,BENELUX|FRANCE|SOUTHERN_EUROPE,Carrefour,Carrefour,direct,26
dairies,UK_IE,Mondelēz International,Mondelēz International,direct,26
dairies,US_CANADA,The Coca-Cola Company,The Coca-Cola Company,direct,25
beverages,FRANCE|DACH|BENELUX,Other / not mapped to a company,Other / not mapped to a company,unresolved,25
snacks,FRANCE|US_CANADA,Ferrero,Ferrero,direct,25
snacks,FRANCE|US_CANADA,The Hershey Company,The Hershey Company,direct,25
snacks,NORDICS|FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,25
cereals,DACH|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,25
snacks,BENELUX|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,25
snacks,FRANCE|DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,25
beverages,FRANCE|DACH,Suntory Beverage & Food,Suntory Beverage & Food,market_scoped,24
snacks,FRANCE,Kraft Heinz,Mondelēz International,direct,24
snacks,FRANCE|DACH,Aldi,Aldi,direct,24
beverages,FRANCE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,24
dairies,NORDICS|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,24
cereals,BENELUX|FRANCE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,24
cereals,US_CANADA|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,24
beverages,FRANCE,LIPTON Teas and Infusions / Ekaterra,LIPTON Teas and Infusions / Ekaterra,recently_sold_or_spun_off,24
snacks,FRANCE|SOUTHERN_EUROPE,Mars,Mars,market_scoped,23
beverages,FRANCE,Other / not mapped to a company,Suntory Beverage & Food,market_scoped,23
dairies,BENELUX|FRANCE,Mondelēz International,Mondelēz International,direct,23
beverages,FRANCE,Moulin des Moines,Moulin des Moines,direct,23
beverages,FRANCE,The Coca-Cola Company,Other / not mapped to a company,unresolved,23
snacks,FRANCE|UK_IE,Mondelēz International,Mondelēz International,direct,23
snacks,FRANCE|SOUTHERN_EUROPE,Mars,Mars,direct,23
dairies,US_CANADA,General Mills,Other / not mapped to a company,unresolved,23
cereals,US_CANADA,Wakefern / ShopRite,Wakefern / ShopRite,direct,23
dairies,FRANCE|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,23
snacks,FRANCE|UK_IE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,23
snacks,FRANCE|UK_IE,Lotus Bakeries,Lotus Bakeries,direct,22
dairies,FRANCE|SOUTHERN_EUROPE|DACH,Other / not mapped to a company,Other / not mapped to a company,unresolved,22
dairies,FRANCE,Manual review / complex ownership,Groupe Casino,direct,22
beverages,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,22
cereals,FRANCE|DACH,Nestlé,Nestlé,direct,22
dairies,FRANCE|DACH,Danone,Danone,direct,22
beverages,FRANCE|SOUTHERN_EUROPE,Dia,Dia,direct,22
snacks,UK_IE,Morrisons,Other / not mapped to a company,unresolved,22
snacks,US_CANADA,Mondelēz International,Other / not mapped to a company,unresolved,22
cereals,US_CANADA,Tops Friendly Markets,Tops Friendly Markets,direct,22
snacks,BENELUX|FRANCE|DACH,Mondelēz International,Mondelēz International,direct,22
snacks,FRANCE|UK_IE,Mondelēz International,Mondelēz International,market_scoped,22
dairies,BENELUX|FRANCE|SOUTHERN_EUROPE,Carrefour,Carrefour,direct,21
dairies,FRANCE,Manual review / complex ownership,Les Mousquetaires / Intermarché,direct,21
cereals,FRANCE|US_CANADA,PepsiCo,PepsiCo,direct,21
snacks,FRANCE|SOUTHERN_EUROPE,Lindt & Sprüngli,Lindt & Sprüngli,direct,21
snacks,DACH|FRANCE,Haribo,Haribo,direct,21
snacks,DACH|FRANCE,Mondelēz International,Mondelēz International,direct,21
beverages,FRANCE,Lactalis,Lactalis,direct,21
snacks,BENELUX|FRANCE,Mars,Mars,direct,21
beverages,BENELUX|FRANCE|DACH,The Coca-Cola Company,The Coca-Cola Company,direct,21
beverages,FRANCE|SOUTHERN_EUROPE,Suntory Beverage & Food,Suntory Beverage & Food,market_scoped,20
snacks,BENELUX|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,20
cereals,FRANCE|US_CANADA,General Mills,General Mills,direct,20
beverages,BENELUX|FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,20
snacks,FRANCE,Manual review / complex ownership,Groupe Casino,direct,20
dairies,FRANCE|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,direct,20
dairies,US_CANADA,Flora Food Group,Flora Food Group,direct,20
beverages,FRANCE|UK_IE,Danone,Danone,direct,20
snacks,FRANCE|US_CANADA,Nestlé,Nestlé,direct,20
cereals,FRANCE,Marks & Spencer,Marks & Spencer,direct,20
beverages,FRANCE|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,20
cereals,FRANCE|DACH,Coop,Coop,direct,20
snacks,UK_IE|US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,20
cereals,FRANCE|UK_IE,Marks & Spencer,Marks & Spencer,direct,20
snacks,US_CANADA,Other / not mapped to a company,PepsiCo,direct,20
cereals,FRANCE|UK_IE,Sainsbury's,Sainsbury's,direct,20
cereals,FRANCE,Mars,Other / not mapped to a company,unresolved,19
snacks,BENELUX|FRANCE,Intermarché,Intermarché,direct,19
snacks,FRANCE|SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,19
dairies,UK_IE,Bel Group,Bel Group,direct,19
dairies,UK_IE,Lactalis,Lactalis,direct,19
beverages,US_CANADA,PepsiCo,Other / not mapped to a company,unresolved,19
snacks,FRANCE,The Campbell's Company,The Campbell's Company,direct,19
beverages,UK_IE,Coop,Coop,direct,19
snacks,FRANCE,Nestlé,Manual review / complex ownership,manual_review,19
snacks,FRANCE|DACH,Otsuka / Nutrition & Santé,Otsuka / Nutrition & Santé,direct,19
dairies,BENELUX|FRANCE,Bel Group,Bel Group,direct,19
dairies,FRANCE|DACH,Manual review / complex ownership,Manual review / complex ownership,manual_review,19
cereals,FRANCE,Otsuka / Nutrition & Santé,Otsuka / Nutrition & Santé,direct,19
cereals,FRANCE,Aldi,Aldi,direct,19
dairies,FRANCE,Lidl,Carrefour,direct,19
cereals,FRANCE,Franprix,Franprix,direct,19
dairies,UK_IE,Mondelēz International,Mondelēz International,market_scoped,19
cereals,US_CANADA,Aldi,Aldi,direct,19
dairies,FRANCE|DACH,Danone,Danone,market_scoped,19
snacks,FRANCE|US_CANADA,PepsiCo,PepsiCo,direct,18
cereals,DACH|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,18
beverages,BENELUX|FRANCE|DACH,Danone,Danone,direct,18
snacks,US_CANADA,Arizona Beverages,Other / not mapped to a company,unresolved,18
beverages,FRANCE,Unilever Foods,Unilever Foods,direct,18
snacks,US_CANADA,Ferrero,Other / not mapped to a company,unresolved,18
snacks,UK_IE,Perfetti Van Melle,Perfetti Van Melle,direct,18
snacks,FRANCE|UK_IE,PepsiCo,PepsiCo,direct,18
dairies,UK_IE,Andros,Andros,direct,18
dairies,FRANCE|UK_IE,Arla,Arla,direct,18
snacks,US_CANADA,Wegmans,Other / not mapped to a company,unresolved,18
beverages,UK_IE,Suntory Beverage & Food,Suntory Beverage & Food,market_scoped,18
dairies,FRANCE|UK_IE,Lidl,Lidl,direct,18
snacks,BENELUX|FRANCE|DACH,Mars,Mars,direct,17
cereals,NORDICS|FRANCE,Other / not mapped to a company,Other / not mapped to a company,unresolved,17
snacks,FRANCE,Other / not mapped to a company,Nestlé,market_scoped,17
cereals,BENELUX|FRANCE,Nestlé,Nestlé,direct,17
snacks,US_CANADA|FRANCE,Manual review / complex ownership,Manual review / complex ownership,manual_review,17
beverages,FRANCE|DACH,Other / not mapped to a company,Nestlé,direct,17
snacks,FRANCE,Tipiak,Tipiak,direct,17
snacks,BENELUX|FRANCE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,17
cereals,SOUTHERN_EUROPE|US_CANADA,Other / not mapped to a company,Other / not mapped to a company,unresolved,17
beverages,FRANCE,Bel Group,Bel Group,direct,17
dairies,FRANCE,Tesco,Tesco,direct,17
cereals,FRANCE,Lidl,Lidl,direct,17
cereals,FRANCE,Post Holdings,Post Holdings,direct,17
dairies,FRANCE|DACH,Aldi,Aldi,direct,17
dairies,BENELUX|FRANCE,FrieslandCampina,FrieslandCampina,direct,17
beverages,FRANCE,pladis,pladis,direct,17
snacks,UK_IE,Mars,Mars,market_scoped,17
snacks,FRANCE|UK_IE,Waitrose,Waitrose,direct,17
dairies,US_CANADA,Manual review / complex ownership,Manual review / complex ownership,manual_review,16
snacks,FRANCE,Mondelēz International,Other / not mapped to a company,unresolved,16
dairies,UK_IE,Flora Food Group,Flora Food Group,direct,16
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Mondelēz International,Mondelēz International,direct,16
snacks,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,16
snacks,DACH|FRANCE,Ferrero,Ferrero,direct,16
snacks,FRANCE,Tesco,Tesco,direct,16
dairies,FRANCE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,16
snacks,US_CANADA,Other / not mapped to a company,The Hershey Company,market_scoped,16
snacks,US_CANADA,Mars,Other / not mapped to a company,unresolved,16
beverages,BENELUX|FRANCE|DACH,Nestlé,Nestlé,direct,16
snacks,UK_IE,Post Holdings,Post Holdings,direct,16
dairies,FRANCE|DACH,General Mills,General Mills,direct,16
dairies,FRANCE,Otsuka / Nutrition & Santé,Otsuka / Nutrition & Santé,direct,16
dairies,FRANCE,Nestlé,Other / not mapped to a company,unresolved,16
cereals,UK_IE,Aldi,Aldi,direct,16
cereals,FRANCE,Léa Nature,Léa Nature,direct,16
cereals,US_CANADA,Nestlé,Nestlé,direct,16
dairies,US_CANADA,The Coca-Cola Company,Other / not mapped to a company,unresolved,16
cereals,FRANCE|SOUTHERN_EUROPE,Auchan,Auchan,direct,15
dairies,BENELUX|FRANCE,General Mills,General Mills,direct,15
dairies,BENELUX|FRANCE,Other / not mapped to a company,General Mills,direct,15
dairies,FRANCE,Thiriet,Thiriet,direct,15
beverages,FRANCE|SOUTHERN_EUROPE,PepsiCo,PepsiCo,direct,15
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Lidl,Lidl,direct,15
snacks,FRANCE|SOUTHERN_EUROPE,Coop,Coop,direct,15
snacks,FRANCE|DACH,Manual review / complex ownership,Manual review / complex ownership,manual_review,15
snacks,FRANCE|DACH|SOUTHERN_EUROPE,Ferrero,Ferrero,direct,15
cereals,BENELUX|FRANCE|DACH,Mars,Mars,market_scoped,15
cereals,BENELUX|FRANCE|SOUTHERN_EUROPE,Carrefour,Carrefour,direct,15
dairies,FRANCE|DACH|BENELUX,Other / not mapped to a company,Other / not mapped to a company,unresolved,15
snacks,US_CANADA,Smarties Candy Company,Smarties Candy Company,market_scoped,15
dairies,US_CANADA,Other / not mapped to a company,Target,direct,15
snacks,BENELUX|FRANCE,Ferrero,Ferrero,direct,15
beverages,FRANCE,Danone,Danone,market_scoped,15
dairies,FRANCE,Lactalis,Other / not mapped to a company,unresolved,15
beverages,FRANCE,Coop,Coop,direct,15
dairies,FRANCE,Les Mousquetaires / Intermarché,Les Mousquetaires / Intermarché,direct,15
snacks,UK_IE,Nestlé,Nestlé,market_scoped,15
beverages,FRANCE|DACH,Arizona Beverages,Arizona Beverages,direct,15
beverages,FRANCE|DACH,pladis,pladis,direct,15
beverages,FRANCE|DACH,Aldi,Aldi,direct,14
snacks,FRANCE|US_CANADA,Lindt & Sprüngli,Lindt & Sprüngli,direct,14
beverages,BENELUX|FRANCE|DACH|UK_IE,Other / not mapped to a company,Other / not mapped to a company,unresolved,14
beverages,FRANCE|UK_IE,Manual review / complex ownership,Manual review / complex ownership,manual_review,14
cereals,BENELUX|FRANCE,PepsiCo,PepsiCo,direct,14
dairies,FRANCE|DACH,Other / not mapped to a company,General Mills,direct,14
dairies,FRANCE,FrieslandCampina,FrieslandCampina,direct,14
dairies,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,14
dairies,BENELUX|FRANCE,Lactalis,Lactalis,direct,14
snacks,FRANCE,Lotus Bakeries,Lotus Bakeries,direct,14
dairies,UK_IE,FrieslandCampina,FrieslandCampina,direct,14
cereals,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,Other / not mapped to a company,Other / not mapped to a company,unresolved,14
dairies,FRANCE|DACH,Other / not mapped to a company,Savencia,direct,14
snacks,FRANCE|UK_IE,General Mills,General Mills,direct,14
snacks,UK_IE,General Mills,General Mills,direct,14
dairies,BENELUX|FRANCE,Savencia,Savencia,direct,14
beverages,BENELUX|FRANCE,Tropicana Brands Group,Tropicana Brands Group,direct,13
cereals,FRANCE|NORDICS,Other / not mapped to a company,Other / not mapped to a company,unresolved,13
cereals,FRANCE|US_CANADA,Ferrero,Ferrero,direct,13
cereals,FRANCE|SOUTHERN_EUROPE,Dia,Dia,direct,13
beverages,FRANCE,Other / not mapped to a company,Tropicana Brands Group,direct,13
