country_or_market,observed_market_region_codes,category,raw_brand_variants,normalized_brand_candidate,total_product_count,example_product_names,alias_review_decision,approved_normalized_brand,review_reason,mapping_source
France,FRANCE,beverages,la rcolte; la r'colte,la rcolte,3,Cidre brut bio | Cidre | Cidre Brut,approve_alias,la rcolte,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,dairies,laiterie bernard; laiterie bernard sa,laiterie bernard,3,Faisselle de vache | Mousse Chocolat | Crème caramel,approve_alias,laiterie bernard,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Belgium,BENELUX|FRANCE|DACH,snacks,lay's; lays,lay's,3,Sticks Chips | Pickles Flavour | Lay's Naturel 20-pack,approve_alias,lay's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=4
Poland,UK_IE,snacks,lay's; lays,lay's,3,Crisps Paprica | Spicy Paprika flavoured | Lays Papryka,approve_alias,lay's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,le comptoir de l'apothicaire; le comptoir de lapothicaire,le comptoir de l'apothicaire,3,Artchaut - Radis Noir Bio Ampoules - L'herbier De Gascogne | Chardon marie | Tisane de noel,approve_alias,le comptoir de l'apothicaire,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,le jardin d'elen; le jardin delen,le jardin d'elen,3,Sirop saveur Violette | Thé à la violette. Thé vert | Rooibos violette,approve_alias,le jardin d'elen,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,le p'tit fausset; le p 'tit fausset,le p'tit fausset,3,cidre brut biologique de Bretagne - 33 cl | Jus de Pommes | Jus de pommes bio,approve_alias,le p'tit fausset,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,leclerc les 3 meuniers; leclerc les-3-meuniers,leclerc les 3 meuniers,3,4 Croissants + 4 Pains au Chocolat Pur Beurre | Pains aux raisins pur beurre | Pains au choco beurre,approve_alias,leclerc les 3 meuniers,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,leinenkugels; leinenkugel's,leinenkugels,3,Toasted bock | White mocha stout | Summer Shandy,approve_alias,leinenkugels,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,lenny boy; lenny boy llc,lenny boy,3,"Lenny boy, good ol' ginger - tea | Kombucha lavenderade | Lenny Boy, Kombucha, Strawberry, Hibiscus, Lemongrass",approve_alias,lenny boy,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,les rives de l'aveyron; les rives de l aveyron,les rives de l'aveyron,3,Pur jus de poire | Pur jus de pomme | Pur jus de pomme poire,approve_alias,les rives de l'aveyron,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,levlup; levl up,levlup,3,Levelup bubble boom | Ice Tea Peach | Gaming booster Galaxy Edition,approve_alias,levlup,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,libby's; libby s,libby's,3,"Icelandic glacial plate 75cl | Libby's, Jus D'orange & Carottes 1 L | Nectar de pêche",approve_alias,libby's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,limochef; limo chef,limochef,3,Jus de citron vert | Jus de citron vert de Tecoman | 1L Jus De Citron Jaune,approve_alias,limochef,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Australia,DACH|FRANCE|UK_IE,snacks,lindt; lindt and sprungli; lindt lindor,lindt,3,Framboise Intense | Lindt Milk Chocolate Bar,approve_alias,lindt,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=6
Denmark,NORDICS|FRANCE|DACH,snacks,lindt and sprungli; lindt,lindt,3,Hello my name is Sweet Popcorn | Caramel brownie | Excellence Milch Chocolade,approve_alias,lindt,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=3
France,FRANCE,snacks,lisas; lisa's,lisas,3,"Kartoffelchips, Meersalz | Bio Kesselchips Meersalz | Chips au vinaigre de cidre",approve_alias,lisas,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,cereals,living intentions; living intentions llc,living intentions,3,"Superfood cereal, acai blueberry | Activated superfood cereal gluten free vegan | Activated superfood cereal",approve_alias,living intentions,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Belgium,BENELUX|FRANCE,beverages,lord nelson; lidl lord nelson,lord nelson,3,Black Tea Lemon | Green tea natural | Té Negro & Frutos del Bosque,approve_alias,lord nelson,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,lori's original lemonade llc; lori's original lemonade,lori's original lemonade,3,"Ginger Lemonade | Loris Original Lemonade, Lemongrass Lite Lemonade | Lori's Original Lemonade, Lemonade, Ginger",approve_alias,lori's original lemonade,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE,snacks,loving earth; lovingearth,loving earth,3,Chocolat mylk à la mandarine et à la gubinge avec crème de noix de coco | Chocolat au Caramel Salé | Cheesecake lemon caramel organic Chocolate,approve_alias,loving earth,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|DACH,beverages,m classic mclassic; m classic m-classic,m classic mclassic,3,Ananassaft | Fruit Fun Multivitamin | Jus de pomme,approve_alias,m classic mclassic,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,dairies,m classic; mclassic,m-classic,3,Yoghurt Mokka | Yoghurt chocolat | Choco Drink,approve_alias,m-classic,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=23; heuristic=2
France,FRANCE,dairies,maddy's; maddys,maddy's,3,Cheddar rouge rapé | Cheddar Mature,approve_alias,maddy's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,madegood; made good,made good,3,Barre De Fruits Et Noix Amande Abricot | Organic Brazil Nut Orange Fruit and Nut Bar | Organic Crispy Square,approve_alias,made good,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE,beverages,maison la mauny; maison lamauny,maison la mauny,3,Rhum honey | Rhum blanc agricole | Vieux rhum agricole,approve_alias,maison la mauny,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,maple donuts inc; maple donuts,maple donuts,3,"Rainbow Chocolate Iced Cake Donuts, Rainbow Chocolate Iced | Jumbo Peach Fritters | 3pk Jumbo Lemon Fritters",approve_alias,maple donuts,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,snacks,mariquitas classic; mariquitas,mariquitas,3,Plantain Chips,approve_alias,mariquitas,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE,snacks,marque repere pom lisse pom'lisse; marque repere pom' lisse pom'lisse; marque repere pom'lisse pomlisse,marque repere pom lisse pom'lisse,3,Chips nature Maxi Format | Chips de légumes | Chips à l'ancienne Nature,approve_alias,marque repere pom lisse pom'lisse,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE,dairies,materne pom-potes; materne pom'potes,materne pom-potes,3,Yaourts fruits mixés mangue Pom'Potes | POM'POTES BRASSES Fraise | POM'POTES BRASSES Vanille,approve_alias,materne pom-potes,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,mati; mati inc,mati,3,"Cherry sparkling organic energy drink | Energy drink, tropical pineapple | Mati plantpowered sparkling organic energy drink",approve_alias,mati,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,maud borup; maud borup inc,maud borup,3,"Cocoa Cone | Fizzy Drink Mix | Witch's Brew, Fizzy Drink Mix, Orange",approve_alias,maud borup,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=27
France,FRANCE,snacks,maxim s de paris; maxim's de paris,maxim s de paris,3,Biscuits Au Son d'avoine | 18 Fines Crêpes Dentelle Enrobées De Chocolat Au Lait | Assortiment De Chocolats,approve_alias,maxim s de paris,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,maxine's heavenly; maxines heavenly,maxine's heavenly,3,"Maxine's Heavenly Chocolate Creme Sandwich cookie | Maxine's heavenly, oatmeal chocolate chip | Super Soft Snickerdoodle Cookies",approve_alias,maxine's heavenly,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,beverages,mayfield dairy farms inc; mayfield dairy farms,mayfield dairy farms,3,"Lemonade | No Calories Sweet Tea | Mayfield Dairy Farms, Sweet Tea",approve_alias,mayfield dairy farms,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United Kingdom,UK_IE,snacks,milbona; milbona lidl,milbona,3,Apple crumble | Bramley Apple Crumble | Toffee Cheesecakes,approve_alias,milbona,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=15
United States,US_CANADA,snacks,milk; milk classic,milk,3,Compost Cookie Mix | Milk Classic] Rice Cracker (Muskmelon Flavor),approve_alias,milk,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,milky way; milkyway,milky way,3,Milky Way | MilkyWay | milkyway,approve_alias,milky way,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,miss vickie's; miss vickies,miss vickie's,3,Chips | Chips Japaleño | Recette originale,approve_alias,miss vickie's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,mission; mission brewery; mission st vincent,mission,3,Passion-Technique Premium Lager World 2018 | Mission IPA | Bordeaux Réserve 2014,approve_alias,mission,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
France,FRANCE,snacks,mon panier d'asie; mon panier dasie,mon panier d'asie,3,Mochi gâteau mou - Sésame | Daifuku Mochi crème à la fraise | Mochi crème au café,approve_alias,mon panier d'asie,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,monde m.y. san corporation; monde m. y. san corporation,monde m.y. san corporation,3,"Cracker sandwich | Sky Flakes, Crackers | Cracker Sandwich",approve_alias,monde m.y. san corporation,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|US_CANADA,beverages,monster energy; monster energy company,monster energy,3,"Monster Energy Ultra Sunrise | Monster Pacific Punch | Rehab tea + dragon fruit + energy drink, tea + dragon fruit",approve_alias,monster energy,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
United States,US_CANADA,snacks,moon rabbit foods llc; moon rabbit foods,moon rabbit foods,3,"Moon rabbit foods, brownie mix | Moon Rabbit Foods, Muffin Mix | Chocolate cake mix",approve_alias,moon rabbit foods,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE,beverages,mr min; mr. min,mr min,3,Nouilles instantanée | Aloe water | Aloé water,approve_alias,mr min,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
France,FRANCE,snacks,mr. min; mr min,mr min,3,Rice Crackers | Grains crackers,approve_alias,mr min,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
United Kingdom,UK_IE,snacks,mr organic; mr. organic,mr organic,3,Organic orange biscuits with cocoa beans | Cocoa Biscuits | Digestive biscuits with chocolate chips,approve_alias,mr organic,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,mrs crimble's; mrs crimbles,mrs crimble's,3,Kokosmakroner Choc Macaroons MRS. Crimble's | 6 Large Choc Macaroons | Original Cheese Crackers,approve_alias,mrs crimble's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,cereals,mrs. barr's natural foods; mrs. barrs natural foods,mrs. barr's natural foods,3,"Pumpkin Paleo Handmade Grain-Free Granola, Pumpkin Paleo | Mrs. Barr's, Gourmet Granola, Raspberry | Cranberry & Almond Gluten Free Gourmet Granola, Cranberry & Almond",approve_alias,mrs. barr's natural foods,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,beverages,myprotein; my protein,myprotein,3,Clear WHEY Gainer | creatine raspberry lemonade | Energy bcaa,approve_alias,myprotein,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=5
France,FRANCE,beverages,n'gaous; n gaous,n'gaous,3,N'gaous Orange | Cocktail Orange Abricot | Ananas Agrum,approve_alias,n'gaous,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,n.a; na,n.a,3,Amande nature | Douceur amande et pointe de miel | Douceur Cajou,approve_alias,n.a,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=4
United Kingdom,UK_IE,cereals,nairn's; nairns,nairn's,3,gluten free porridge oats | Oats your way. Bluberry | Scottish Porridge Oats,approve_alias,nairn's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=8
United States,US_CANADA,dairies,nancy's springfield creamery inc; nancy's springfield creamery,nancy's springfield creamery,3,"Nancy's, lowfat yogurt, plain | Organic Lowfat Kefir Raspberry | Organic lowfat kefir cultured milk",approve_alias,nancy's springfield creamery,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE,beverages,nat and form; nat and form bio,nat and form,3,Pur Jus D'aloe Vera | Ortie piquante | Biologique Pur Jus D'aloe Vera Bio 1 l,approve_alias,nat and form,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United Kingdom,UK_IE,cereals,nature's path; nature's path organic,nature's path,3,Gorilla Munch Corn Puffs | Hot & Steamy Porridge Oats | Nice and Nobbly Granola,approve_alias,nature's path,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,beverages,nescafe dolce gusto; nescafe,nescafe,3,Espresso intense aroma | CAFÉ CON LECHE | Nescafe Dolce Gusto Chococino 16cap,approve_alias,nescafe,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
United States,US_CANADA,snacks,nick's sticks; nicks - sticks; nicks sticks,nick's sticks,3,Grass-fed beef snack sticks | Free - Turkey Snack Sticks | Grass-Fed Beef Snack Sticks,approve_alias,nick's sticks,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE,dairies,o'tera; otera,o'tera,3,Reblochon | Beaufort vieux | Comté 18 mois,approve_alias,o'tera,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,o-k-e-doke; o.ke.doke; okedoke,o-k-e-doke,3,"Jays, o-ke-doke, flavored popcorn, cheese, cheese | Popcorn | O-k-e-doke, popcorn, hot cheese",approve_alias,o-k-e-doke,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE|SOUTHERN_EUROPE,beverages,ocean52; ocean 52,ocean52,3,"Ocean 52, no plastic water | Sparkling water | ocean52",approve_alias,ocean52,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
Canada,US_CANADA,dairies,oikos; oikos triple zero,oikos,3,Greek Yogurt Lactose Free Plain | Oikos PRO Strawberry | Oikos 0% greek yogurt 30% less sugar,approve_alias,oikos,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,old trapper smoked products; old trapper smoked products inc,old trapper smoked products,3,Old Fashioned Beef Jerky | Beef Jerky | Beef jerky,approve_alias,old trapper smoked products,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,overstim.s; overstims,overstim s,3,Barre nougat bio | e Bar citron amandes | Gatosport Muffins - Saveur Myrtilles - 400G - Overstims,approve_alias,overstim s,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=15
France,FRANCE,beverages,ozen; o zen,ozen,3,OZEN Drink pêche | Ozen Drink citron | Ozen drink,approve_alias,ozen,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,ozery bakery; ozery bakery inc,ozery bakery,3,"Snacking rounds fruit & grain snacks | Superseed Crunch Sweet & Salty | Snacking rounds, fruit & grain snacks",approve_alias,ozery bakery,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,patriot's choice; patriots choice,patriot's choice,3,"Gummy Peach Rings | Chocolate Covered Raisins, Chocolate | Chocolate Covered Almonds, Chocolate",approve_alias,patriot's choice,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,pays d'oc; pays doc,pays d'oc,3,Sauvignon | Vin rosé PAYS D'OC 3 litres | Rosé floral,approve_alias,pays d'oc,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,polar; polar karpalo; polar monkeys,polar,3,Liqueur de Cerise | Blue Collar Amber Lager,approve_alias,polar,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
France,FRANCE,cereals,post; post foods,post,3,Honey Bunches of Oats Honey Roasted | Céréales Sugar Crisp (format Familial) | Alphabits cereal,approve_alias,post,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,snacks,presidents choice; president's choice,president's choice,3,Kettle Cooked Jalapeno Potato Chips | Loads of sour cream & onion rippled potato chips | Digestive Biscuits - Plain,approve_alias,president's choice,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
United States,US_CANADA,beverages,prestige beverages llc; prestige beverages,prestige beverages,3,"Organic Fruit In Its Birthday Suit Juice | Fruit In Its Birthday Suit, Organic Honey Crisp Juice, Apple | Prestige Beverages Llc, Juice, Gravenstein Apple",approve_alias,prestige beverages,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
United States,US_CANADA,snacks,pretzel pete; pretzel pete inc,pretzel pete,3,"SMOKY GOUDA FLAVORED PRETZEL MEDLEY | Pretzels Pearls | Budz, Pretzel Balls, Cheddar Cheese",approve_alias,pretzel pete,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,cereals,price rite; pricerite,price rite,3,"Old Fashioned Oats - Whole Grain | Price rite, cereal, raisin bran | Sweetened corn & oat cereal crispy crunch berry treats, sweetened corn & oat cereal",approve_alias,price rite,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,snacks,propos nature; proposnature,propos nature,3,Gommes Propolis Verte Bio | Gommes Propolis Verte | Gommes Propolis verte Bio - Miel orange,approve_alias,propos nature,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,dairies,punk rawk labs inc; punk rawk labs,punk rawk labs,3,"Punk rawk labs, nacho nutmilk cheese | Punk Rawk Labs, Dairy Free Original Nutmilk Cheese | Punk Rawk Labs, Herb Nutmilk Cheese, Cashew",approve_alias,punk rawk labs,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,beverages,puregranate inc; puregranate,puregranate,3,"Pure Fruit Juice | Pure Granata, 100% Pure Juice, Pomegranate | Pure Granate, Juice, Pomegranate",approve_alias,puregranate,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,beverages,purity; purity organic,purity,3,"Juice drink | Purity organic, fruit blend, green lemonade | Green Tea",approve_alias,purity,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,r.m. palmer company; r.m. palmer,r.m. palmer,3,"Milk chocolate candy | The Legend Of The Candy Cane, Milk Chocolate Flavored Candy | Lil' Pete Solid Milk Chocolate",approve_alias,r.m. palmer,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United States,US_CANADA,dairies,rebbl; rebbl inc,rebbl,3,"Cold brew latte protein shake | Vanilla Protein Shake | Organic Turmeric Golden-Milk, Super Herb Elixir",approve_alias,rebbl,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,red vines; redvines,red vines,3,"Original Red Twist | Original Red, Black Licorice | Redvines, candy twists, cherry",approve_alias,red vines,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|DACH,snacks,reeses; reese's,reese's,3,Nut Bar | Peanut Butter Cups - Minis - Unwrapped,approve_alias,reese's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=4
France,FRANCE|DACH,beverages,rewe; rewe bio,rewe,3,Rewe bio roter traubensaft | Rotwein lieblich | Karottensaft,approve_alias,rewe,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
France,FRANCE|DACH,cereals,rewe; rewe bio,rewe,3,Ja! Mini Zimtos | Avena Trauben nuss müsli | Hafer Crunchy - (Müsli),approve_alias,rewe,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=3
United States,US_CANADA,snacks,richs; rich's,rich's,3,"Sugar Cookie | Yellow Cake Square With Chocolate Icing, Chocolate | Rich's, chocolate cake, chocolate whipped icing",approve_alias,rich's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
United Kingdom,UK_IE,beverages,ridge valley; ridge-valley,ridge valley,3,Limonata Italian Style Soda | Limonata Italian style soda | Limonata Sparkling Lemon,approve_alias,ridge valley,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United Kingdom,UK_IE|US_CANADA,snacks,ritz; ritz bakery,ritz,3,Ritz Bits peanut butter | Ritz crackers-mini original | The Original Cracker,approve_alias,ritz,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=3
United Kingdom,UK_IE,dairies,river cottage; river cottage organic,river cottage,3,Yoghurt | Vainilla organic Yogurt | Strawberry yogurt,approve_alias,river cottage,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,dairies,rock view; rockview,rock view,3,1% Lowfat Chocolate Milk,approve_alias,rock view,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|SOUTHERN_EUROPE,beverages,rockstar; rockstar energy,rockstar,3,Rockstar Punched Energy Guava | Rockstar Xdurance | Original,approve_alias,rockstar,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=2
United Kingdom,UK_IE,beverages,royal chai; royal lochnagar; royal wine corp,royal,3,Masala Chai | Aged 12 years | Kiddush Wine Malaga,approve_alias,royal,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=3
France,FRANCE|DACH,snacks,royal orient; royal army,royal,3,Swiss Army Chocolat Lait [barre De 50g] | Hot Rice Crackers | Hot Wasabi Rice Crackers,approve_alias,royal,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=4
United States,US_CANADA,snacks,ruger 2; ruger2,ruger 2,3,"Light, Crispy & Creamy Chocolate Cream Filled Wafer | Waffle",approve_alias,ruger 2,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,rw garcia co. inc. rw garcia; r.w. garcia co inc. rw garcia,rw garcia co. inc. rw garcia,3,"MixtBag Veggie Tortilla Chips | Tortilla Chips Made With Organic Yellow Corn | Tortilla Chips, Made with Organic Blue Corn",approve_alias,rw garcia co. inc. rw garcia,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE|DACH,dairies,sachsenmilch; sachsen milch,sachsenmilch,3,Buttermilch Dessert Himbeere-Brombeere | Unsere Käsescheiben Maasdamer | Unsere Butter streichfein,approve_alias,sachsenmilch,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,dairies,sainsburys; sainsbury's,sainsbury's,3,Grated parmigiano reggiano dop | Grated mild. British cheddar | SEMI SKIMMED 1.8% FAT MILK,approve_alias,sainsbury's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=2
France,FRANCE|DACH,dairies,saint albray savencia; saint albraysavencia,saint albray savencia,3,Käsescheiben cremig würzig | Saint Albray | Saint Albray Legere,approve_alias,saint albray savencia,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
France,FRANCE,beverages,saint chinian; saint-chinian,saint chinian,3,Col de la Serre | domaine Martin madalle le sang du schiste | saint-chinian-les combes noires,approve_alias,saint chinian,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,beverages,saint estephe; saint-estephe,saint estephe,3,Château Tour des Ternes | Château Picard | Wine,approve_alias,saint estephe,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,beverages,saint geron; saint-geron,saint geron,3,Eau minerale | Eau minérale naturelle | Eau minérale,approve_alias,saint geron,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,dairies,saint moret; saint-moret,saint moret,3,Le goût primeur | Saint-Moret,approve_alias,saint moret,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,beverages,saint-georges; saint georges,saint-georges,3,Saint Georges | eau minérale naturelle | Eaux Saint-Georges,approve_alias,saint-georges,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
France,FRANCE,beverages,saint-omer; saint omer,saint-omer,3,St-Omer | Le Panaché | BTE 50CL BIERE SAINT- OMER 8%V,approve_alias,saint-omer,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=1
United States,US_CANADA,dairies,sara lee; sara lee foods,sara lee,3,"Natural cheese, sharp cheddar | Creamy havarti semi-soft natural cheese | Monterey jack & jalapeno natural cheese",approve_alias,sara lee,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",brand_alias_mapping=3
United States,US_CANADA,snacks,savor street foods; savor street foods inc,savor street foods,3,"Pretzel Rods | Clean, Lean And Savvy, Delicious Air Popped Popcorn With Sea Salt | Gluten Free Mini Slim Pretzels",approve_alias,savor street foods,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
United States,US_CANADA,snacks,scott's; scotts,scott's,3,Caramel Macchiato Bon Bons | Sharp cheddar cheese with real almonds | Chocolate Cheese Fudge With Walnuts,approve_alias,scott's,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",heuristic=1
