country_or_market,observed_market_region_codes,category,normalized_brand_candidate,raw_brand_variant_count,raw_brand_variants,raw_brand_variant_counts,total_product_count,example_product_names,mapping_reason,mapping_source,row_decisions,review_note
United States,US_CANADA,snacks,dewey's bakery,2,dewey's bakery inc; dewey's bakery,dewey's bakery inc=7; dewey's bakery=5,12,"Dewzies Original Cookies | Meyer Lemon Thin Cookies | Moravian style hot cocoa cookie thins, hot cocoa | Vanilla Bean The Original Thin Cookie | Meyer Lemon Cookie Thins",legal_suffix_removed=7,heuristic=7,,
United States,US_CANADA,snacks,dot's homestyle pretzels,2,dot's homestyle pretzels; dots homestyle pretzels,dot's homestyle pretzels=11; dots homestyle pretzels=1,12,Seasoned Pretzel Twists | Buffalo Pretzels | Cinnamon Sugar Seasoned Pretzel Twists | Parmesan Garlic Seasoned Pretzel Twists | BBQ Flavored Seasoned Pretzel Twists,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,beverages,dr pepper,2,dr pepper; dr. pepper,dr pepper=10; dr. pepper=2,12,Dr Pepper Cherry Vanilla | Dr Pepper Cherry | Boisson Gazeuse Cerise | Dr Peper | Dr Pepper,punctuation_spacing_variant=3,heuristic=3,,
United States,US_CANADA,dairies,emmi,2,emmi; emmi schweiz ag,emmi=9; emmi schweiz ag=3,12,"Le Gruyere Original Swiss Tradition | Emmi, gruyere cheese | Gruyere Cheese | Cheese fondu | Pure classic swiss raclette cheese, classic",existing_confirmed_alias=3,brand_alias_mapping=3,,
France,FRANCE,beverages,fever-tree,2,fever-tree; fever tree,fever-tree=11; fever tree=1,12,Premium ginger beer | Premium Ginger Beer | Fever tree Soda Tonic Water | Madagascan Cola | Ginger beer,existing_confirmed_alias=4,brand_alias_mapping=4,,
France,FRANCE,dairies,gaborit bernard,2,gaborit bernard; gaborit gaborit bernard,gaborit bernard=10; gaborit gaborit bernard=2,12,Fleurs de chèvre bio | Yaourt Fraise Vanille | Biphilus Mangue X2 | Crème vanille | Yaourt Nature de Brebis,repeated_prefix_collapsed=2,heuristic=2,,
United States,US_CANADA,snacks,gardners candies,2,gardners candies inc; gardners candies,gardners candies inc=10; gardners candies=2,12,"Candy Bar | Pretzel | Almond Bark Milk Chocolate | Gardners Candies, Original Peanut Butter Meltaways, Peanut Butter | Gardners Candies, Salted Pretzel Bark, Milk Chocolate",legal_suffix_removed=10,heuristic=10,,
United States,US_CANADA,snacks,hammond's candies,2,hammond's candies; hammond's hammond's candies,hammond's candies=6; hammond's hammond's candies=6,12,"Popcorn | Hammond's candies, piggy back milk chocolate, almond & caramel | Double Chocolate | Hammond's candies, red velvet caramel marshmallows | Chocolates",repeated_prefix_collapsed=6,heuristic=6,,
United States,US_CANADA,beverages,hawaiian sun products inc,2,hawaiian sun hawaiian sun products inc; hawaiian sun products inc,hawaiian sun hawaiian sun products inc=9; hawaiian sun products inc=3,12,Hawaiian Sun | Drink | Hawaiian Sun - Pass-O-Guava Nectar | Nectar | Tropical Iced Tea,repeated_prefix_collapsed=10,heuristic=10,,
France,FRANCE,beverages,herbalist infusions veritables,2,herbalist herbalist infusions veritables; herbalist infusions veritables,herbalist herbalist infusions veritables=11; herbalist infusions veritables=1,12,Thé Vert Sencha au Jus de Citron vert (produit arrêté) | Herbalist Bio Thé Vert Au Jus de Grenade | Thé Vert au Jus de Citrons | Hibiscus au Jus de Cassis | Herbalist Bio Verveine au Jus de Cerise Griotte,repeated_prefix_collapsed=11,heuristic=11,,
France,FRANCE,cereals,joe's farm,2,joe's farm; joes farm,joe's farm=11; joes farm=1,12,Shellinos | Corn flakes | Swietwiet | Choc'n Crisp | Muesli Crunchy,punctuation_spacing_variant=2,heuristic=2,,
France,FRANCE|UK_IE,snacks,kellogg's,2,kellogg's; kellogg,kellogg's=11; kellogg=1,12,"Nutri-Grain Strawberry | Rice Krispies Squares gooey marshmallow | Rice Krispies Squares Chocolate Caramel Snack Bar, (Pack of 4) | Nutri-Grain Choc Chip Breakfast Bakes 6 x imp | Nutri-Grain Raisin Bake",existing_confirmed_alias=2,brand_alias_mapping=2,,
France,FRANCE|DACH,beverages,kusmi tea,2,kusmi tea; kusmi tea 1867,kusmi tea=11; kusmi tea 1867=1,12,"St. Petersbourg | Detox | Thés noirs de Ceylan et d'Assam | Thé Spicy Chocolate | Surprenant mélange de maté, thé vert et épices",existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,snacks,l'origine du gout,2,l'origine du gout; lorigine du gout,l'origine du gout=10; lorigine du gout=2,12,Matagalpa 70 % | Chocolat noir grand cru Raan 68% | Chocolat noir grand cru Jinotega 70% | Chocolat noir grand cru matalgapa 60% | Chocolat noir grand cru Nueva Segovia 70%,punctuation_spacing_variant=2,heuristic=2,,
France,FRANCE,beverages,la furieuse,2,la furieuse; la furieuse bio,la furieuse=11; la furieuse bio=1,12,Furax bière IPA | Furie - bière blonde | Furtive | La futée | Futée - bière ambrée,product_line_suffix_removed=1,heuristic=1,,
France,FRANCE,snacks,lay's pepsico,2,lay's lays pepsico; lay's pepsico,lay's lays pepsico=6; lay's pepsico=6,12,Laus nature | Lay's Recette à l'ancienne nature | Lay's saveur barbecue format familial | Lay's Saveur Paprika | Lay's saveur barbecue lot de 2 x 100 g,repeated_prefix_collapsed=6,heuristic=6,,
France,FRANCE,dairies,le coq d'or,2,le coq d'or; le coq d or,le coq d'or=10; le coq d or=2,12,"Crème fraîche fluide | Crème de Bresse | Crème fraîche de Bresse épaisse | Beurre de Bresse, doux | Fromage frais moulé à la louche",punctuation_spacing_variant=2,heuristic=2,,
France,FRANCE|US_CANADA,snacks,lenny and larry's,2,lenny and larry's; llc. lenny and larry's,lenny and larry's=7; llc. lenny and larry's=5,12,"The Complete Cookie | Protein Cookie | The Complete Cookie Snickerdoodle | The Complete Cookie Birthday Cake | Coconut chocolate chip baked nutrition cookie, coconut chocolate chip",legal_suffix_removed=5,heuristic=5,,
United States,US_CANADA,snacks,mamma chia,2,mamma chia; mamma chia llc,mamma chia=9; mamma chia llc=3,12,Mamma Chia Squeeze Vitality Snack Blackberry Bliss | Chia Squeeze Vitality Snack Strawberry Banana | Organic Vitality Squeeze Snack Blackberry Bliss | Organic Vitality Squeeze Snack Green Magic | Organic Vitality Squeeze Snack Wild Raspberry,legal_suffix_removed=9,heuristic=9,,
United States,US_CANADA,snacks,mcvitie's,2,mcvitie's; mcvitie's mcvities,mcvitie's=11; mcvitie's mcvities=1,12,"Mcvitie's, digestives cheesecake, lemon | Mcvitie's, mini gingerbread men, milk chocolate | Hobnobs Rolled Oat & Whole Wheat Biscuits | Digestives Milk Chocolate Flavor coating | Digestives Biscuit",repeated_prefix_collapsed=1,heuristic=1,,
United States,US_CANADA,cereals,michele's granola,2,michele's granola; micheles granola,michele's granola=9; micheles granola=3,12,Michele's Ginger Hemp Granola | Michele's Pumpkin Spice Granola | Michele's Original Granola | Cherry Chocolate Granola | Salted Maple Pecan,punctuation_spacing_variant=3,heuristic=3,,
Belgium,BENELUX|FRANCE|DACH,dairies,milbona,2,milbona; lidl milbona,milbona=11; lidl milbona=1,12,puding | Pudding avec chantilly | Gouda Holland | Petit suisse 40% MG- milbona | Semi-Skimmed coffee milk,retailer_subbrand_alias=1,heuristic=1,,
United States,US_CANADA,snacks,mission,2,mission; mission foods inc,mission=11; mission foods inc=1,12,Tortilla Rounds | Tortilla Fiesta Size Strips | Tortilla Strips | Tortilla Triangles | Tortilla Fiesta Size Rounds,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,cereals,monoprix bio,2,monoprix monoprix bio; monoprix bio,monoprix monoprix bio=8; monoprix bio=4,12,Muesli Croustillant Chocolat Noir | Céréales soufflées au chocolat Bio | Muesli croustillant fruits rouges Bio Monoprix | Céréales fourrées chocolat noisettes | Corn Flakes Bio,repeated_prefix_collapsed=93,heuristic=93,,
United Kingdom,UK_IE,snacks,popchips,2,popchips; pop chips,popchips=10; pop chips=2,12,Sea Salt Pop Chip | Sweet & Salty Popcorn | pop chip bbq | Sour cream & onion flavour potato chips | sour cream & onion flavour potato snacks,punctuation_spacing_variant=2,heuristic=2,,
United States,US_CANADA,beverages,powell and mahoney,2,powell and mahoney; powell and mahoney limited,powell and mahoney=11; powell and mahoney limited=1,12,"Jalapeno Margarita Non-Alcoholic Cocktail Mixer | Mango Margarita Non-Alcoholic Cocktail Mixer | Ginger Beer, Sparkling Cocktail Mixer | Ginger Beer | True Grenadine Non-Alcoholic Cocktail Mixer",legal_suffix_removed=1,heuristic=1,,
United States,US_CANADA,cereals,raley's,2,raley's; raleys,raley's=10; raleys=2,12,"Bran flakes cereal | Shredded wheat cereal | Cereal | CORN FLAKES TOASTED CORN CEREAL | Honey Nut Toasted Oats, A Sweetened Toasted Oat",punctuation_spacing_variant=5,heuristic=5,,
United States,US_CANADA,snacks,red plate foods,2,red plate foods; red plate foods inc,red plate foods=8; red plate foods inc=4,12,Chocolate Chip Cookie | Pumpkin Muffins | Muffins | Lemon Blueberry Muffin | Pumpkin Muffin,legal_suffix_removed=7,heuristic=7,,
France,FRANCE,beverages,rieme boissons,2,rieme boissons; rieme rieme boissons,rieme boissons=11; rieme rieme boissons=1,12,La Mortuacienne | La Mortuacienne Limonade Orange (330ml Flasche) | La mortuacienne artisanale | Sirop Grenadine | Sirop à la menthe,repeated_prefix_collapsed=1,heuristic=1,,
United States,US_CANADA,beverages,runa,2,runa; runa llc,runa=10; runa llc=2,12,"Clean Energy Mango Tango Drink | Peach Paradise | Tropical Passionfruit | Organic Guayusa loose leaf tea | Runa, clean energy traditional guayusa tea",legal_suffix_removed=2,heuristic=2,,
France,FRANCE,dairies,saint albray savencia,2,saint albray savencia; saint albray saint albray savencia,saint albray savencia=11; saint albray saint albray savencia=1,12,Saint Albray | L'affiné | Albray Tranches | Saint Albray (33% MG) (lot de 2) | Saint Albray - 6 mini parts,repeated_prefix_collapsed=1,heuristic=1,,
United States,US_CANADA,snacks,sarris candies,2,sarris candies; sarris candies inc,sarris candies=7; sarris candies inc=5,12,"Creamy Peanut Butter Egg Candies, Creamy Peanut Butter Egg | Milk chocolate covered Pretzel rods | Milk Chocolate Covered Pretzel, Milk Chocolate | Dark Chocolate Covered Pretzel Slims, Dark Chocolate Covered | Milk chocolate covered pretzels",legal_suffix_removed=5,heuristic=5,,
United States,US_CANADA,snacks,shurfine topco associates inc,2,shurfine topco associates inc; shur fine topco associates inc,shurfine topco associates inc=7; shur fine topco associates inc=5,12,"Popcorn, butter, butter | Sandwich cookies, original, vanilla, original, vanilla | Chocolate sandwich cookies | Cookies, chocolate chip, chocolate chip | Chocolate sandwich cookies, fudge, fudge",punctuation_spacing_variant=5,heuristic=5,,
United States,US_CANADA,beverages,shurfine western family foods inc,2,shurfine western family foods inc; shur fine western family foods inc,shurfine western family foods inc=9; shur fine western family foods inc=3,12,"Drink mix, wild strawberry, wild strawberry | Juice cocktail, mango peach, mango peach | Cranberry black cherry flavored juice cocktail blend of six fruit juices from concentrate | Iced tea | Mountain mellow citrus soda, mountain mellow",punctuation_spacing_variant=5,heuristic=5,,
United States,US_CANADA,snacks,slimfast,2,slimfast; slim fast,slimfast=10; slim fast=2,12,Whipped peanut butter chocolate meal bar | Whipped Peanut Butter Chocolate Meal Replacement Bars | Advanced nutrition 100 calorie snacks drizzled crisps | Drizzled crisps | Advanced nutrition 100 calorie snacks baked chips,punctuation_spacing_variant=2,heuristic=2,,
France,FRANCE|DACH,snacks,snack day,2,snack day; snackday,snack day=11; snackday=1,12,Tortilla Chips Goût Sweet Chili Pepper | Chips gesalzen | Tortilla Chips Nacho Cheese | geriffelte Chips Gesalzen | Popcorn süss,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,beverages,sunfood superfoods,2,sunfood superfoods; sunfood sunfood superfoods,sunfood superfoods=10; sunfood sunfood superfoods=2,12,Organic Chia Seed Powder | Organic Goji Berry Powder | Supergreens & Protein | Organic Moringa Powder | Organic Matcha Powder,repeated_prefix_collapsed=2,heuristic=2,,
United States,US_CANADA,beverages,the fresh market,2,the fresh market; the fresh market inc,the fresh market=11; the fresh market inc=1,12,Fresh Squeezed Orange Juice | 100% Fresh Grapefruit Juice | Fresh Squeezed Lemonade | Pulp Free Orange Juice | Sparkling Mineral Water,existing_confirmed_alias=4,brand_alias_mapping=4,,
United States,US_CANADA,beverages,topo chico,2,topo chico; topo-chico,topo chico=11; topo-chico=1,12,Twist of Grapefruit | Topo Chico Twist of Lime Mineral Water | Twist of Lime | Twist of grapefruit carbonated mineral water | Topo Chico Mineral Water,existing_confirmed_alias=1,brand_alias_mapping=1,,
France,FRANCE,dairies,tradizioni d'italia,2,tradizioni d'italia; tradizioni ditalia,tradizioni d'italia=9; tradizioni ditalia=3,12,Mozzarella di Buffala | Burrata di puglia di latte vaccino | Gorgonzola Mascarone | Parmigiano Reggiano DOP | Grana Padano Dop Riserva,punctuation_spacing_variant=5,heuristic=5,,
France,FRANCE|UK_IE,snacks,tyrrells,2,tyrrell's; tyrrells,tyrrell's=6; tyrrells=6,12,Tyrells swanky veg | Posh Prawn Cocktail | Veg Crisps Balsamic Vinegar & Sea Salt | Sea Salt & Cider Vinegar | Hand-cooked crisp lightly sea salted,punctuation_spacing_variant=17,heuristic=17,,
United States,US_CANADA,snacks,whitman's candies inc,2,whitman's candies inc; whitman's whitman's candies inc,whitman's candies inc=6; whitman's whitman's candies inc=6,12,"Pangburn's Of Texas, Millionaires, Premium Milk Chocolate, Pecans & Honey Caramel Covered | Choice pecans & honey caramel in milk chocolate, pecans & honey caramel | Pangburn's, Chocolate Candy | Pecans and honey caramel covered in premium milk chocolate, pecans and honey caramel | Pecans & honey caramel covered in premium milk chocolate, honey",repeated_prefix_collapsed=6,heuristic=6,,
United States,US_CANADA,snacks,zone perfect,2,zoneperfect; zone perfect,zoneperfect=7; zone perfect=5,12,"Chocolate Peanut Butter Bars, Chocolate Peanut Butter | Chocolate Almond Raisin Bars, Chocolate Almond Raisin | Bar | Nutrition Bars | Zone Perfect Macros",punctuation_spacing_variant=9,heuristic=9,,
France,FRANCE,snacks,simply,8,simply market; simply; simply cornish; simply gum; simply ms; simply potato; simply raw; simply tostitos,simply market=4; simply=1; simply cornish=1; simply gum=1; simply ms=1; simply potato=1; simply raw=1; simply tostitos=1,11,Pain au chocolat au beurre | Shortbread Chunky Chocolate and Clotted Cream | Fennel Licorice Gum | Croissants au Tournesol x10 | Eclair au chocolat,existing_confirmed_alias=13,brand_alias_mapping=13,,
France,FRANCE,snacks,Simpl,6,carrefour discount; carrefour carrefour discount; carrefour discount carrefour; carrefour discount girard; simpl; simpl carrefour,carrefour discount=6; carrefour carrefour discount=1; carrefour discount carrefour=1; carrefour discount girard=1; simpl=1; simpl carrefour=1,11,"Galettes Bretonnes au Beurre et aux Œufs Frais | Assortiment de biscuits salés, Crackers | Tortilla chips Chili | Biscuits tablette chocolat au lait | Biscuits tablette chocolat noir",curated_private_label_mapping_manual_review=33; curated_private_label_mapping_confirm=8,curated_private_label_mapping=41,manual_review_private_label_line=9; approve_alias=2,
United States,US_CANADA,snacks,h-k anderson,4,h-k anderson; h.k anderson; hk anderson; h.k. anderson,h-k anderson=4; h.k anderson=3; hk anderson=3; h.k. anderson=1,11,"H.K Anderson, Pretzel Pieces, Honey Mustard Onion, Honey Mustard Onion | H.K Anderson, Peanut Butter Filled Pretzel Nuggets, Original, Original | Mini Peanut Butter Filled Pretzel Nuggets Original | Peanut Butter Filled Pretzel Nuggets | HK ANDERSON Original Pretzel Thins, 7.2 OZ",punctuation_spacing_variant=7,heuristic=7,,
France,FRANCE,snacks,traou mad de pont-aven,4,traou mad de pont-aven; traou mad traou mad de pont-aven; traou mad de pont aven; traou-mad de pont-aven,traou mad de pont-aven=6; traou mad traou mad de pont-aven=3; traou mad de pont aven=1; traou-mad de pont-aven=1,11,Sablé de Bretagne | Les galettes de pont-aven | Caramel au beurre salé | Les Galettes de Pont-Aven ® | Les Galettes de Pont-Aven,repeated_prefix_collapsed=3; existing_confirmed_alias=2,heuristic=3; brand_alias_mapping=2,,
France,FRANCE|DACH,beverages,jack daniel's,3,jack daniel's; jack daniel's jack daniels; jack daniels,jack daniel's=7; jack daniel's jack daniels=2; jack daniels=2,11,Original Recipe Tennessee Honey | Wiskey | Jack Daniels's Tennessee Honey Liqueur Barbecue Glaze | Jack Daniels Winter Jack 15º | Jack Daniels Berry,punctuation_spacing_variant=5; repeated_prefix_collapsed=2,heuristic=7,,
United States,US_CANADA,beverages,jade monk,3,jade monk; jade monk llc; jade monk.llc,jade monk=8; jade monk llc=2; jade monk.llc=1,11,"Matcha Green Tea Powder | Jade monk, unsweetened matcha green tea | Jade monk, matcha green tea powder, simply matcha | Matcha green tea | Matcha Green Tea, Mint + Honey",legal_suffix_removed=3,heuristic=3,,
France,FRANCE,snacks,l'angelus,3,l'angelus; langelus; l 'angelus,l'angelus=8; langelus=2; l 'angelus=1,11,pain aux raisins | Sablés au thé Matcha | Brioche au blé khorasan | Sablés nature | Chocolat noir 70 % sierra léone,punctuation_spacing_variant=3,heuristic=3,,
United Kingdom,UK_IE,snacks,lay's,3,lay's; lays; lay's lays,lay's=7; lays=3; lay's lays=1,11,Pickles Flavour | Lays Cu gust de paprica. Paprika | Lays wavy texts bbq | Karbowane chipsy | Lays,punctuation_spacing_variant=3; repeated_prefix_collapsed=1,heuristic=4,,
France,FRANCE,snacks,n.a nature addicts,3,n.a nature addicts; na nature addicts; n.a n.a nature addicts,n.a nature addicts=7; na nature addicts=3; n.a n.a nature addicts=1,11,Rice crackers Sel de mer | Rice Crackers Fins au de riz wasabi | Rice Crackers - Sel & Vinaigre | Rice Crackers Finement Salé | Rice Crackers piment doux N.A!,punctuation_spacing_variant=4; repeated_prefix_collapsed=1,heuristic=5,,
France,FRANCE|US_CANADA,cereals,nature's path,3,nature's path; nature's path organic; nature's path envirokidz,nature's path=6; nature's path organic=4; nature's path envirokidz=1,11,Love Crunch Dark Chocolate & Peanut Butter Granola | Apple Cinnamon Instant Oatmeal | Nature s path kamut khorasan wheat puffs cereal | Smart Bran Cereal | Flax Plus Red Berry Crunch Organic Cereal,product_line_suffix_removed=6; existing_confirmed_alias=1,heuristic=6; brand_alias_mapping=1,,
France,FRANCE|DACH,snacks,tic tac,3,tic tac; tic tac ferrero; tic-tac,tic tac=9; tic tac ferrero=1; tic-tac=1,11,apple mix | Tic Tac mint | Tic Tac goût Orange | Pastilles aromatisées à la banane et à la mandarine | Tic tac Festival,existing_confirmed_alias=4,brand_alias_mapping=4,,
United Kingdom,UK_IE,beverages,7up,2,7up; 7 up,7up=10; 7 up=1,11,7 up free | Tropical | 7up Lemon & Lime | 7up Zero Sugar | 7 up,punctuation_spacing_variant=1,heuristic=1,,
France,FRANCE,dairies,Carrefour Extra,2,carrefour carrefour extra; carrefour extra,carrefour carrefour extra=10; carrefour extra=1,11,Parmigiano reggiano | Emmental Français Est-Central Grand Cru au Lait Cru | Crème fraîche | Beurre de montagne doux | Yaourt délicieux noix de coco,curated_private_label_mapping_confirm=32,curated_private_label_mapping=32,approve_alias=11,
United States,US_CANADA,snacks,angie's artisan treats llc,2,angie's angie's artisan treats llc; angie's artisan treats llc,angie's angie's artisan treats llc=6; angie's artisan treats llc=5,11,"Boom Chicka Bites, Sweet & Salty Nut | Ancient Grain Mixed Berry Popcorn Clusters | Sweet & salty kettle corn, sweet & salty | Boomchickapop, Sweet & Salty Kettle Corn | Sweet & Salty Kettle Corn",repeated_prefix_collapsed=6,heuristic=6,,
France,FRANCE,snacks,antiu xixona,2,antiu xixona; antiuxixona,antiu xixona=10; antiuxixona=1,11,Turron Chocolate con almendras | Turron de chocolate con almendras | Turrón de chocolate | Nougat de Alicante | Turron Café Irlandés con Chocolate,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,cereals,attune foods,2,attune foods llc; attune foods,attune foods llc=9; attune foods=2,11,"Clusters & flakes, cherry almond | Low fat muesli | Ancient Grain Blend Organic Flakes & Clusters | Granola | Peace cereal, supergrains cereal, maple buckwheat hemp",legal_suffix_removed=10,heuristic=10,,
France,FRANCE,beverages,auchan gourmet,2,auchan auchan gourmet; auchan gourmet,auchan auchan gourmet=10; auchan gourmet=1,11,Chocolat intense 32% cacao | Auchan 100% BRESILFin et douxCapsules aluminium | Ethiopie | BRESILFin et doux | ETHIOPIERiche et floral,repeated_prefix_collapsed=61,heuristic=61,,
France,FRANCE,dairies,azienda agricola ponte reale ponte reale rega,2,azienda agricola ponte reale ponte reale rega; azienda agricola azienda agricola ponte reale ponte reale rega,azienda agricola ponte reale ponte reale rega=10; azienda agricola azienda agricola ponte reale ponte reale rega=1,11,Mozzarella Di Bufala | Mozzarella di Bufala | Mozzarella di bufala | Perline Di Latte Di Bufala | Mozzarella di bufala campana,repeated_prefix_collapsed=1,heuristic=1,,
United States,US_CANADA,snacks,baker's corner,2,baker's corner; bakers corner,baker's corner=9; bakers corner=2,11,Marshmallows | mini chocolate chip | Semi-Sweet Chocolate Baking Bar | Giant Marshmallows | Mini Marshmallows,punctuation_spacing_variant=3,heuristic=3,,
United States,US_CANADA,snacks,bare snacks,2,bare snacks; bare bare snacks,bare snacks=6; bare bare snacks=5,11,Baked Crunchy Crispy Reds Apple Chips | Baked Crunchy Cinnamon Apple Chips | Organic Baked Crunchy Simply Banana Chips | Organic Baked Crunchy Cinnamon Banana Chips | Baked Crunchy Strawberry Banana Chips,repeated_prefix_collapsed=5,heuristic=5,,
United States,US_CANADA,snacks,barkthins,2,barkthins; bark thins,barkthins=8; bark thins=3,11,"Snacking Chocolate - Dark Chocolate Mint | Pretzel & Sea Salt Snacking Chocolate | Pumpkin Seed & Sea Salt Snacking Chocolate | Barkthins, Snacking Dark Chocolate Pumpkin Seed | Dark Chocolate Coconut With Almonds Snacking Chocolate",punctuation_spacing_variant=3,heuristic=3,,
United States,US_CANADA,snacks,beanfields,2,beanfields; bean fields,beanfields=10; bean fields=1,11,Bean & rice chips | Bean & Rice Chips Sea Salt | Salt N' Pepper Bean and Rice Chips | Barbecue bean & rice chips | Bean & Rice Chips Black Bean With Sea Salt,punctuation_spacing_variant=1,heuristic=1,,
United States,US_CANADA,snacks,beanitos,2,beanitos; beanitos inc,beanitos=6; beanitos inc=5,11,WHITE BEAN TORTILLA CHIPS | Hint of Lime White Bean Chips | Sea Salt White Bean Tortilla Chips | White Bean Tortilla Chips | Better cheddar & sour cream pinto bean chips,legal_suffix_removed=5,heuristic=5,,
United States,US_CANADA,snacks,big y,2,big y; big y foods inc,big y=10; big y foods inc=1,11,"Dark chocolate blueberry acai | Fruit Slices Candy, Fruit Slices | Fruit Slices Candy | Jelly Beans Candy | Root Beer Barrels Candy, Root Beer Barrels",existing_confirmed_alias=2,brand_alias_mapping=2,,
United Kingdom,UK_IE,snacks,choceur,2,choceur; choceur aldi,choceur=10; choceur aldi=1,11,Marzipan Bar | Choceur Blonde Chocolate Bar | Dark Hazelnut | Seedless Red Grapes | Milk Chocolate,existing_confirmed_alias=1,brand_alias_mapping=1,,
United States,US_CANADA,dairies,crystal creamery,2,crystal creamery; crystal crystal creamery,crystal creamery=10; crystal crystal creamery=1,11,Chocolate Low Fat Milk | cRYsTAL | Chocolate Fat Free Milk | All natural half and half | Butter,repeated_prefix_collapsed=1,heuristic=1,,
United States,US_CANADA,beverages,crystal geyser water company,2,crystal geyser crystal geyser water company; crystal geyser water company,crystal geyser crystal geyser water company=8; crystal geyser water company=3,11,"Flavored Blended Juice Beverage | Premium iced tea | Crystal geyser juice squeeze, wild berry flavored blended juice beverage | Crystal geyser, juice squeeze, blended juice beverage, passion fruit & mango | Crystal geyser, juice squeeze, juice beverage, mountain raspberry",repeated_prefix_collapsed=8,heuristic=8,,
United States,US_CANADA,snacks,cumberland farms dairy inc,2,cumberland farms cumberland farms dairy inc; cumberland farms dairy inc,cumberland farms cumberland farms dairy inc=10; cumberland farms dairy inc=1,11,"Cumberland Famrs, Farmhouse Premium Chocolate Treats, Acai Blueberry Blast | Cumberland farms, farmhouse, hot buffalo wing pretzel pieces | Cumberland farms, kettle cooked premium potato chips, garden fresh jalapeno | Cumberland farms, farmhouse, premium chocolate solid bar, creamy milk chocolate | Cumberland farms, farmhouse premium chocolate, orange",repeated_prefix_collapsed=22,heuristic=22,,
France,FRANCE,beverages,del monte,2,del monte; del monte quality,del monte=9; del monte quality=2,11,Abricot nectar | Pear-poire nectar | Pineapple Ananas Nectar | Fruita et co | orange nectar,existing_confirmed_alias=2,brand_alias_mapping=2,,
United States,US_CANADA,snacks,dutch valley food distributors,2,dutch valley food distributors; dutch valley food distributors inc,dutch valley food distributors=9; dutch valley food distributors inc=2,11,Dear Hearts Candy | Jelly Eggs | Eggstraspecial Gummies | Candy Blox | Licorice Allsorts,legal_suffix_removed=3,heuristic=3,,
United States,US_CANADA,snacks,eillien's candies inc,2,eillien's candies inc; eillien's candies eillien's candies inc,eillien's candies inc=7; eillien's candies eillien's candies inc=4,11,"Eillien's, Blueberry Yogurt Pretzels | Eileen's Candies, Ju Ju Pumpkins, Orange Grape | Eillien's, Christmas Pretzels | R&G Yogurt, Pretzels | Eillien's, Dark Chocolate Stars",repeated_prefix_collapsed=4,heuristic=4,,
United States,US_CANADA,snacks,emmy's organics,2,emmy's organics; emmy's emmy's organics,emmy's organics=10; emmy's emmy's organics=1,11,Organic Vanilla Bean Coconut Cookies | Organic Dark Cacao Coconut Cookies | Organic Lemon Ginger Coconut Cookies | Soft & Chewy Coconut Cookies Chocolate Chip | Organic Pumpkin Spice Coconut Cookie,repeated_prefix_collapsed=1,heuristic=1,,
Ireland,UK_IE,dairies,emporium,2,emporium; emporium aldi,emporium=9; emporium aldi=2,11,British Mature 50% Lighter Cheddar | British Mature 30% Lighter Cheddar | Dutch Emmental Slices | EDAM | Dutch Gouda,existing_confirmed_alias=2,brand_alias_mapping=2,,
United States,US_CANADA,snacks,enstrom candies,2,enstrom candies inc; enstrom candies,enstrom candies inc=7; enstrom candies=4,11,"Almond toffee | Toffee & confectionery dark chocolate | Almond toffee & confectionery petites | Enstrom, Butter Toffee Petites | Enstrom, Dark Chocolate, Almond Bark With Sea Salt",legal_suffix_removed=7,heuristic=7,,
United States,US_CANADA,snacks,ferncreek confections,2,ferncreek confections; fern creek confections,ferncreek confections=8; fern creek confections=3,11,Gourmet Almond Toffee Covered In Milk Chocolate | Gourmet Almond Toffee Covered In Dark Chocolate | Sea Salt Almond Toffee | Gourmet Almond Toffee | Coffee Almond Toffee,punctuation_spacing_variant=3,heuristic=3,,
United States,US_CANADA,snacks,flax4life,2,flax4life; flax 4 life,flax4life=7; flax 4 life=4,11,"Gluten-free flax muffins, apple cinnamon | Gluten-Free Chocolate Flax Dairy-Free Brownies, Chocolate | Oatmeal Raisin Cookies | Chocolate Brownies | Flax4life, flax muffins, cranberry orange",punctuation_spacing_variant=4,heuristic=4,,
United States,US_CANADA,snacks,goetze's candy co inc,2,goetze's candy co inc; goetze's candy co. inc,goetze's candy co inc=6; goetze's candy co. inc=5,11,"Crispy Rice & Marshmallow Treat | Goetze's, Cow Tales, Mini Caramel Sticks, Vanilla | Caramel Creams | Chocolate Caramel Creams | Chewy, strawberry caramel filled with cream",punctuation_spacing_variant=5,heuristic=5,,
United States,US_CANADA,beverages,gt's,2,gt's; gts,gt's=8; gts=3,11,Agua de Kefir guava Paloma | Classic Kombucha Divine Grape | Synergy raw Kombucha Golden Pineapple | SYNERGY TRILOGY THE REAL KOMBUCHA | Glorious Grapefruit,punctuation_spacing_variant=3,heuristic=3,,
