off_brands_raw,off_brand_tokens,legacy_primary_brand,brand_entity_raw,brand_entity_source,primary_country,observed_market_region_codes,query_category,product_count,example_product_names
"Coop, Coop Qualité & Prix, Qualité & Prix",coop|coop qualite and prix|qualite and prix,coop,coop qualite and prix,existing_company_brand_mapping_token_match,France,FRANCE|DACH|UK_IE,beverages,1,Pink Grapefruit
"Coop, Coop Qualité & Prix, Qualité & Prix",coop|coop qualite and prix|qualite and prix,coop,coop qualite and prix,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Séré aux fruits Framboise
"Coop, Coop Prix Garantie",coop|coop prix garantie,coop,coop prix garantie,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Oursons auc fruits
"Coop, Coop Naturaplan Bio, Naturaplan",coop|coop naturaplan bio|naturaplan,coop,coop naturaplan bio,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Jogurt Schokolade
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE|UK_IE|US_CANADA,snacks,1,Nature
"Latte, Nescafe",latte|nescafe,latte,Nescafé,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,"NESCAFÉ® Café au Lait, Café Soluble, Boîte 252g"
"Laqueuille,Marque Repère",laqueuille|marque repere,laqueuille,marque repere,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Eau de source de montagne fontaine
"Landfein, Milbona",landfein|milbona,landfein,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Haltbare Vollmilch
"Lay's, Lays",lays,lays,Lay’s,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,dairies,1,Chips barbecue
"Lay's,",lays,lays,Lay’s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Cheese flavoured
Lay's Max,lays max,lays max,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE|NORDICS,snacks,1,Sour Cream & Onion
Lay's Gourmet,lays gourmet,lays gourmet,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Nature Coupe Classique
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,Classic Potato Chips
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE|US_CANADA,snacks,1,Barbecue
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Switzerland,DACH|US_CANADA,snacks,1,Potato chips
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Norway,NORDICS|UK_IE,snacks,1,Lays strong
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Moldova,US_CANADA,snacks,1,Sour Cream & Dill
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Israel,US_CANADA,snacks,1,Potato chips
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Hong Kong,US_CANADA,snacks,1,STAX Sour Cream & Onion Flavored
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE|NORDICS,snacks,1,Lay's Salted
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE|BENELUX,snacks,1,
Lay's,lays,lays,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,3D’S bugles Nature
"Corradini, Parmalat",corradini|parmalat,corradini,parmalat,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,1,Latte parzialmente scremato UHT
Cornflakes,cornflakes,cornflakes,corn flakes,existing_company_brand_mapping_token_match,Algeria,FRANCE,cereals,1,CORN FLAKES
"Coop, Coop Naturalplan",coop|coop naturalplan,coop,coop naturalplan,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Cottage Cheese
"Coop, Coop Fine Food, Fine Food",coop|coop fine food|fine food,coop,coop fine food,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Mozzarella di Bufala Campana D.O.P.
"Cook!, Milbona",cook|milbona,cook,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Kümmel ganz
"Comté, Pâturages",comte|paturages,comte,paturages,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Comté
"Compliment,LIDL,Sondey",compliment|lidl|sondey,compliment,sondey,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE|SOUTHERN_EUROPE,snacks,1,Neapolitaner Waffeln
"Colussi S.p.A. - Nespresso - Nestlé, Nespresso",colussi s p a nespresso nestle|nespresso,colussi s p a nespresso nestle,Nespresso,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Biscuit aux amandes
"Colombia, nespresso",colombia|nespresso,colombia,Nespresso,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Nespresso
"Colombia, Nescafe",colombia|nescafe,colombia,Nescafé,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,NESCAFE Farmers Origins Colombia 36 capsules
"Colombia, Farmers origins, Nescafe",colombia|farmers origins|nescafe,colombia,Nescafé,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,NESCAFE Farmers Origins Colombia 10 capsules
"Colombia decaffeinato, Nescafe",colombia decaffeinato|nescafe,colombia decaffeinato,Nescafé,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,NESCAFE Farmers Origins Colombia Décaf 10 capsules
"Coke, Diet coke",coke|diet coke,coke,Diet Coke,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Diet Cola
"Coco Pops,Kellogg's",coco pops|kelloggs,coco pops,kellogg's,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,cereals,1,Kellogg's Coco Pops
"Cocktails du Monde, Tropicana",cocktails du monde|tropicana,cocktails du monde,tropicana,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Cocktails du Monde - Banane Poire & Corossol
"Lay's, Lays, PepsiCo",lays|pepsico,lays,Lay's,top9_portfolio_token_match,Belgium,BENELUX|FRANCE,snacks,1,Saveur Poulet Rôti
"Lay's, Lays",lays,lays,Lay’s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Lays Maxx
"Lay's, Lays",lays,lays,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,1,Lay's Paysanne saveur fromage frais ail de Garonne et fines herbes
"Lays, Lay's",lays,lays,Lay’s,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Baked
"Lays, Cheetos",lays|cheetos,lays,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE|DACH|NORDICS,snacks,1,Cheetos Cheese
Lays,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Poland,UK_IE,snacks,1,Crisps Paprica
Lays,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE,snacks,1,Chips natures
"Lay's®, Lays",lays,lays,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Lay's nature maxi format
"Lay's,frito-lay,pepsico",lays|frito lay|pepsico,lays,Lay's,top9_portfolio_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,snacks,1,
"Lay's,Simply",lays|simply,lays,Lay’s,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Lay's Sea Salted Thick Cut Potato Chips
"Lay's,PepsiCo",lays|pepsico,lays,Lay's,top9_portfolio_token_match,Estonia,NORDICS|UK_IE,snacks,1,Lays solone
"Lay's,Lay's 乐事",lays,lays,Lay’s,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Lay's 乐事 无限 忠于原味
"Lay's,BENENUTS,Fritelle,LAYS",lays|benenuts|fritelle,lays,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Fritelle goût nature
"Lay's, 乐事, Lay's乐事",lays,lays,Lay’s,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,“Minions Banana” chips with banana flavor
"Lay's, Pepsico",lays|pepsico,lays,Lay's,top9_portfolio_token_match,France,FRANCE,snacks,1,Chips nature
"Lay's, Market Deli",lays|market deli,lays,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Market Deli - Chips de pommes de terre au sel marin IGP d'Anglesey
"Coop, Coop Naturaplan Bio, Naturaplan",coop|coop naturaplan bio|naturaplan,coop,coop naturaplan bio,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Herbes des Alpes Suisses
"Coop, Coop Naturaplan",coop|coop naturaplan,coop,coop naturaplan,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Mango Barretta alla frutta Bio
"Coop, Coop Naturaplan",coop|coop naturaplan,coop,coop naturaplan,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Grapefruitsaft Naturaplan
Cocacola,cocacola,cocacola,Coca-Cola,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Coca-cola Zero Lemon
CocaCola,cocacola,cocacola,Coca-Cola,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Mello Yellow
CocaCola,cocacola,cocacola,Coca-Cola,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,"Mezzo Mix 0,33"
"Coca-cola,Oreo",coca cola|oreo,coca cola,Oreo,top9_portfolio_token_match,United States,US_CANADA,beverages,1,Coke zero sugar oreo
"Coca-cola, Nestea",coca cola|nestea,coca cola,Nestea,top9_portfolio_token_match,Canada,US_CANADA|FRANCE,beverages,1,Nestea Thé Glacé Citron Naturel
Coca-cola life,coca cola life,coca cola life,Coca-Cola,existing_company_brand_mapping_token_match,United States,US_CANADA,beverages,1,Reduced Calorie Cola
"Coca-Cola-light,Cocacola",coca cola light|cocacola,coca cola light,Coca-Cola Light,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,beverages,1,Coca cola Zero Zuccheri
"Coca-Cola-light, coca, coca zero",coca cola light|coca|coca zero,coca cola light,Coca-Cola Light,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Cola zéro
"Coca-Cola-light, brasserie de tahiti, coca cola",coca cola light|brasserie de tahiti|coca cola,coca cola light,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE,beverages,1,Coca cola sans sucre
"Coca-Cola-light, Zero",coca cola light|zero,coca cola light,Coca-Cola Light,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Coca cola
"Coca-Cola,Coca-Cola-light,The Coca-Cola Company",coca cola|coca cola light|the coca cola company,coca cola,Coca-Cola Light,top9_portfolio_token_match,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,beverages,1,Coca-Cola zéro
"Coca-Cola,Coca-Cola-light",coca cola|coca cola light,coca cola,Coca-Cola Light,top9_portfolio_token_match,France,FRANCE,beverages,1,Coca cola zero
Lay’s,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Cote D Ivoire,FRANCE,snacks,1,Chips de pommes de terre saveur spicy
Lay‘s,lays,lays,Lay’s,existing_company_brand_mapping_token_match,Germany,DACH|US_CANADA,snacks,1,
"Lays,Lay’s",lays,lays,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Lay's Cuites au four saveur cheddar & poivrons
"Lays, lai's, lay's",lays|lais,lays,Lay’s,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Chips saveur barbecue
"Lidl, Lidl Stiftung & Co. KG, Milbona, Yogosan, Envia",lidl|lidl stiftung and co kg|milbona|yogosan|envia,lidl,lidl stiftung and co kg,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Yaourt ananas passion
"Lidl, Lidl Stiftung & Co. KG, Milbona",lidl|lidl stiftung and co kg|milbona,lidl,lidl stiftung and co kg,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH|SOUTHERN_EUROPE,dairies,1,Lait Entier
"Lidl, Lidl Stiftung & Co. KG",lidl|lidl stiftung and co kg,lidl,lidl stiftung and co kg,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Rhubarber spritz
"Lidl, Deluxe, Lidl Deluxe",lidl|deluxe|lidl deluxe,lidl,lidl deluxe,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,Manchego Cheese
"Liberté,Yoplait",liberte|yoplait,liberte,yoplait,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,0% Greek Style Honey Yogurt
"Liberté,Yoplait",liberte|yoplait,liberte,yoplait,existing_company_brand_mapping_token_match,Ireland,UK_IE,dairies,1,French style yogurt vanilla
"Les Mousquetaires, Pâturages",les mousquetaires|paturages,les mousquetaires,paturages,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Fromage chaud
"Les Mousquetaires, Printiligne, Páturages, Sélection des Mousquetaires",les mousquetaires|printiligne|paturages|selection des mousquetaires,les mousquetaires,paturages,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Yaourt nature 0% 12x125g
"Les Mousquetaires, Paturages (Intermarché), Páturages, Sélection des Mousquetaires",les mousquetaires|paturages intermarche|paturages|selection des mousquetaires,les mousquetaires,paturages intermarche,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Petit saint paulin frere augustin 340g
"Les Mousquetaires, Paturages",les mousquetaires|paturages,les mousquetaires,paturages,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Saint aignan 200g
"Les Créations, Paturages",les creations|paturages,les creations,paturages,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Le Gourmet café intense
"Leclerc, Milka",leclerc|milka,leclerc,Milka,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Mini Muffin Milka
"Leader Price, Intermarché, Pâturages",leader price|intermarche|paturages,leader price,paturages,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Fromage Le Carré tendre & fondant
"Le petit basque, Pâturages",le petit basque|paturages,le petit basque,paturages,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,yaourt de brebis sur lit de châtaigne 2x125g
Lay’s,lays,lays,Lay’s,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Pickles Flavour
Cocacola Company,cocacola company,cocacola company,Coca-Cola,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,beverages,1,Sprite Lemonl-lime
"Lidl, Milbona, Privatmolkerei Bechtel",lidl|milbona|privatmolkerei bechtel,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH|NORDICS,dairies,1,knusper Joghurt
"Lidl, Milbona, Pilos",lidl|milbona|pilos,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,"Kaffeesahne, 12 % Fett"
"Lidl, Milbona, Molkerei Forster AG",lidl|milbona|molkerei forster ag,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Yogourt Moka
"Lidl, Milbona, Molkerei Forster",lidl|milbona|molkerei forster,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Yogourt Caramel
"Lidl, Milbona, Milfina",lidl|milbona|milfina,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Schlagsahne
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,Fiat free vanilla yogurt
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,Edam
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,dairies,1,"Fruit tubes : fraise, framboise, abricot"
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,dairies,1,Bio tiramisu
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,dairies,1,Skyr to go Heidelbeere
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,"Profiteroles, Sauce au Chocolat Noir"
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Lait d'Amande Bio
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,Denmark,NORDICS|FRANCE,dairies,1,Kermajuustoviipale 26%
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,Croatia,UK_IE|BENELUX|SOUTHERN_EUROPE,dairies,1,Mascarpone
"Lidl, Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,Croatia,FRANCE|SOUTHERN_EUROPE,dairies,1,Greek style yogurt strawberry
"Lidl, Linessa, Solevita",lidl|linessa|solevita,lidl,solevita,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Nectar Multivitamines - Light
"Coca-Cola, Sprite",coca cola|sprite,coca cola,Sprite,top9_portfolio_token_match,France,FRANCE|DACH|UK_IE,beverages,1,Sprite
"Coca-Cola, Sprite",coca cola|sprite,coca cola,Sprite,top9_portfolio_token_match,Belgium,BENELUX|FRANCE|DACH,beverages,1,"Sprite 0,2"
"Coca-Cola, Powerade",coca cola|powerade,coca cola,powerade,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,powerrade Mountain Blast - Blue
"Coca-Cola, Powerade",coca cola|powerade,coca cola,powerade,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Powerade Active Zero
"Coca-Cola, Nestea",coca cola|nestea,coca cola,Nestea,top9_portfolio_token_match,France,FRANCE|SOUTHERN_EUROPE|DACH,beverages,1,Nestea limón
"Coca-Cola, Minute Maid",coca cola|minute maid,coca cola,Minute Maid,top9_portfolio_token_match,France,FRANCE,beverages,1,Minute Maid
"Coca-Cola, Minute Maid",coca cola|minute maid,coca cola,Minute Maid,top9_portfolio_token_match,Belgium,BENELUX|FRANCE,beverages,1,Minute Maid multivitamines
"Coca-Cola, Ferrero, Tic Tac",coca cola|ferrero|tic tac,coca cola,tic tac,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Tic-tac /Coca cola
"Coca-Cola, Fanta, Orange",coca cola|fanta|orange,coca cola,Fanta,top9_portfolio_token_match,France,FRANCE|DACH,beverages,1,Fanta Orange
"Coca-Cola, Fanta",coca cola|fanta,coca cola,Fanta,top9_portfolio_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,beverages,1,Fanta Orange 1.75
"Coca-Cola, Cocacola",coca cola|cocacola,coca cola,Coca-Cola,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,beverages,1,Cherry Coca-Cola
"Lidl, Saveurs De Nos Régions",lidl|saveurs de nos regions,lidl,saveurs de nos regions,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Sainte - Maure de Touraine
"Lidl, SOLEVITA",lidl|solevita,lidl,solevita,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Jus d'orange
"Lidl, Niederrhein-GOLD Tersteegen, Solevita",lidl|niederrhein gold tersteegen|solevita,lidl,solevita,existing_company_brand_mapping_token_match,Czech Republic,FRANCE|DACH,beverages,1,Maracuja-Nektar
"Lidl, Naturis, Solevita, Vitafit",lidl|naturis|solevita|vitafit,lidl,solevita,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE|BENELUX,beverages,1,Tomato Juice from concentrate
"Lidl, Milbona, Wendelstein Käsewerk",lidl|milbona|wendelstein kasewerk,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|NORDICS,dairies,1,Fromage
"Lidl,Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Yogourt fraise
"Lidl,Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,Bulgaria,NORDICS|FRANCE|DACH|SOUTHERN_EUROPE,dairies,1,Mozzarella grated
"Lidl,Merba,Sondey",lidl|merba|sondey,lidl,sondey,existing_company_brand_mapping_token_match,Bulgaria,FRANCE|DACH|SOUTHERN_EUROPE,snacks,1,Grandino White Choc & Cranberry Cookies
"Lidl, solevita",lidl|solevita,lidl,solevita,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,jus de cramberry
"Lidl, Sondey",lidl|sondey,lidl,sondey,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Butter biscuits
"Lidl, Sondey",lidl|sondey,lidl,sondey,existing_company_brand_mapping_token_match,France,FRANCE,cereals,1,DEJ'UP noisette
"Lidl, Sondey",lidl|sondey,lidl,sondey,existing_company_brand_mapping_token_match,Bulgaria,FRANCE|DACH,snacks,1,Captain Rondo Choco Duo
"Lidl, Sondey",lidl|sondey,lidl,sondey,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,snacks,1,Favorinis - Gaufrettes Noisettes
"Lidl, Solevita, immer Bio",lidl|solevita|immer bio,lidl,solevita,existing_company_brand_mapping_token_match,France,FRANCE|DACH,beverages,1,Apfelsaft Naturtrüb
"Lidl, Solevita, Vitafit",lidl|solevita|vitafit,lidl,solevita,existing_company_brand_mapping_token_match,France,FRANCE,beverages,1,Multivitamin Fruit & Carrot Juice
"Lidl, Solevita",lidl|solevita,lidl,solevita,existing_company_brand_mapping_token_match,France,FRANCE|BENELUX,beverages,1,Succo tropicale
"Lidl, Solevita",lidl|solevita,lidl,solevita,existing_company_brand_mapping_token_match,Czech Republic,FRANCE|SOUTHERN_EUROPE,beverages,1,Anti oxidante
"Lidl, Solevita",lidl|solevita,lidl,solevita,existing_company_brand_mapping_token_match,Czech Republic,FRANCE|DACH|UK_IE,beverages,1,Pomerančový džus
"Lidl, Solevita",lidl|solevita,lidl,solevita,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,beverages,1,Orangensaft 100%
"Coca-Cola,Coca-Cola Company,Fanta",coca cola|coca cola company|fanta,coca cola,Fanta,top9_portfolio_token_match,France,FRANCE,beverages,1,Fanta grape
"Coca-Cola, Tropico",coca cola|tropico,coca cola,Tropico,top9_portfolio_token_match,France,FRANCE,beverages,1,Tropical
"Lidl,Sondey,Flämische Keksfabrik",lidl|sondey|flamische keksfabrik,lidl,sondey,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Petit beurre
"Lidl,Sondey",lidl|sondey,lidl,sondey,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,snacks,1,Dark Chocolate and coconut Cookies
"Lidl,Sondey",lidl|sondey,lidl,sondey,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE,snacks,1,Crock Biscuit Goût Chocolat
"Lidl,Sondey",lidl|sondey,lidl,sondey,existing_company_brand_mapping_token_match,Finland,NORDICS|FRANCE,snacks,1,Digestive biscuits
"Lidl,Sondey",lidl|sondey,lidl,sondey,existing_company_brand_mapping_token_match,Czech Republic,FRANCE,snacks,1,Sušenky plněné kakaovou náplní
"Lidl,Sondey",lidl|sondey,lidl,sondey,existing_company_brand_mapping_token_match,Belgium,BENELUX|FRANCE|DACH,snacks,1,Mini Butter Waffeln
"Lidl,Solevita",lidl|solevita,lidl,solevita,existing_company_brand_mapping_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE|UK_IE,beverages,1,Jus de citron vert
"Lidl,Solevita",lidl|solevita,lidl,solevita,existing_company_brand_mapping_token_match,Czech Republic,FRANCE,beverages,1,Piña colada
"Lidl,Saveurs de nos régions",lidl|saveurs de nos regions,lidl,saveurs de nos regions,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Cancoillotte IGP Nature
"Lidl,Poppies Bakeries,Sondey",lidl|poppies bakeries|sondey,lidl,sondey,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Hafergebäck Havrekakor
"Lidl,Milbona,Spinosa",lidl|milbona|spinosa,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH,dairies,1,Mozzarella di Bufala Campana DOP
"Lidl,Milbona,Chêne d'Argent",lidl|milbona|chene dargent,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH|UK_IE|SOUTHERN_EUROPE,dairies,1,Camembert
"Lidl,Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,United Kingdom,UK_IE,dairies,1,Natural Kefir Fermented Yogurt
"Lidl,Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,Ireland,UK_IE,dairies,1,Ricotta
"Lidl,Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|UK_IE,dairies,1,Fruit yogurt
"Lidl,Milbona",lidl|milbona,lidl,milbona,existing_company_brand_mapping_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,dairies,1,Quesitos
"Lindor,Lindt",lindor|lindt,lindor,lindt,existing_company_brand_mapping_token_match,Bolivia,US_CANADA,snacks,1,Lindor Assorted Dark Chocolate Truffles
"Lindor, Lindt, Lindt & Sprüngli",lindor|lindt|lindt and sprungli,lindor,lindt,existing_company_brand_mapping_token_match,France,FRANCE|UK_IE,snacks,1,Lindt Lindor Lindt Lindor Irresistibly Smooth White Chocolate
"Lindor, Lindt, Lindt & Sprüngli",lindor|lindt|lindt and sprungli,lindor,lindt,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Extra noir
"Lindor, Lindt, Lindt & Sprüngli",lindor|lindt|lindt and sprungli,lindor,lindt,existing_company_brand_mapping_token_match,Austria,DACH|FRANCE,snacks,1,Lindt Lindor Hazelnut
"Lindor, Lindt",lindor|lindt,lindor,lindt,existing_company_brand_mapping_token_match,Bulgaria,FRANCE,snacks,1,Lindor
"Lindahls, Lactel",lindahls|lactel,lindahls,lactel,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,PROTEIN Saveur Chocolat
"Lind, Milka",lind|milka,lind,Milka,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,2 x Milka Weisse Schokolade
Light & fit,light and fit,light and fit,light & fit,existing_company_brand_mapping_token_match,United States,US_CANADA,dairies,1,"Blueberry Flavored Original Nonfat Yogurt, Blueberry"
"Liebig, Gamesa",liebig|gamesa,liebig,gamesa,existing_company_brand_mapping_token_match,United States,US_CANADA,snacks,1,Gamesa Saladitas Saltine Crackers (48-0.38 Oz) 18.6 Ounce 48 Pack Box
LidlSondey,lidlsondey,lidlsondey,lidl sondey,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Bio batonnets au sucre de canne
LidlMilbona,lidlmilbona,lidlmilbona,lidl milbona,existing_company_brand_mapping_token_match,France,FRANCE|SOUTHERN_EUROPE|DACH,dairies,1,Fruchtjoghurt
LidlEnvia,lidlenvia,lidlenvia,lidl envia,existing_company_brand_mapping_token_match,France,FRANCE,dairies,1,Yaourt au lait de brebis vanille
LidlDeluxe,lidldeluxe,lidldeluxe,lidl deluxe,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Macarons classic
"Lidl,sondey",lidl|sondey,lidl,sondey,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Gaufres de liège choco
"Lidl,Sondey,Merba",lidl|sondey|merba,lidl,sondey,existing_company_brand_mapping_token_match,France,FRANCE|DACH|SOUTHERN_EUROPE,snacks,1,Soft baked cookies Weiße Schokolade & Zitrone
"Lidl,Sondey,Inter Biscuits",lidl|sondey|inter biscuits,lidl,sondey,existing_company_brand_mapping_token_match,France,FRANCE|DACH,snacks,1,Biscino Black & White
"Léa Nature, jardin bio",lea nature|jardin bio,lea nature,jardin bio,existing_company_brand_mapping_token_match,France,FRANCE,snacks,1,Tartinettes au citron
"Lundberg, Twix",lundberg|twix,lundberg,twix,existing_company_brand_mapping_token_match,France,FRANCE|US_CANADA,snacks,1,Pack de 2 Twix
