matched_top9_company_group,matched_top9_brand,matched_brand_key,candidate_orphan_brand,candidate_orphan_brand_key,current_company_owner,proposed_company_owner_candidates,query_category,primary_country,observed_market_region_codes,match_rule,product_count,example_product_names,example_off_brands_raw,example_barcodes,example_image_urls,suggested_action,review_decision,review_note,final_company_owner,apply_to_mapping,apply_to_mapping_bool,review_decision_clean,target_company_owner,target_normalized_brand,target_primary_brand_db,target_brand_key,target_company_key,product_count_num,applied_by_script
Nestlé,Chef,chef,chef s larder,chef s larder,Other / not mapped to a company,Nestlé,dairies,United Kingdom,UK_IE,brand_prefix_with_separator,1,Mozzarela cheese,Chef s larder,5020379008723,https://images.openfoodfacts.org/images/products/502/037/900/8723/front_en.5.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef s larder,chef s larder,other not mapped to a company,1,False
Nestlé,Chef,chef,chef select,chef select,Other / not mapped to a company,Nestlé,beverages,Belgium,BENELUX|FRANCE,brand_prefix_with_separator,1,jus Orange-kiwi fraichement pressé,"Chef Select, Lidl",20203900,https://images.openfoodfacts.org/images/products/000/002/020/3900/front_en.5.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef select,chef select,other not mapped to a company,1,False
Nestlé,Chef,chef,chef select,chef select,Other / not mapped to a company,Nestlé,dairies,France,FRANCE,brand_prefix_with_separator,1,Poulet Emmental Mayonnaise allégée,Chef Select,20637828,https://images.openfoodfacts.org/images/products/000/002/063/7828/front_fr.6.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef select,chef select,other not mapped to a company,1,False
Nestlé,Chef,chef,chef select,chef select,Other / not mapped to a company,Nestlé,dairies,France,FRANCE|DACH,brand_prefix_with_separator,1,Tortellini jambon cru,Chef select,20729677,https://images.openfoodfacts.org/images/products/000/002/072/9677/front_fr.13.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef select,chef select,other not mapped to a company,1,False
Nestlé,Chef,chef,chef select,chef select,Other / not mapped to a company,Nestlé,dairies,United Kingdom,UK_IE,brand_prefix_with_separator,1,Mozzarella Sticks,Chef Select,4056489557784,https://images.openfoodfacts.org/images/products/405/648/955/7784/front_en.3.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef select,chef select,other not mapped to a company,1,False
Nestlé,Chef,chef,chef select,chef select,Other / not mapped to a company,Nestlé,snacks,France,FRANCE|DACH,brand_prefix_with_separator,1,Pastry dough with apple and cinnamon filling,Chef Select,4056489224426,https://images.openfoodfacts.org/images/products/405/648/922/4426/front_en.42.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef select,chef select,other not mapped to a company,1,False
Nestlé,Chef,chef,chef select,chef select,Other / not mapped to a company,Nestlé,snacks,United Kingdom,UK_IE,brand_prefix_with_separator,1,2 Cheesy Bean Slices,Chef Select,4056489649298,https://images.openfoodfacts.org/images/products/405/648/964/9298/front_en.3.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef select,chef select,other not mapped to a company,1,False
Nestlé,Chef,chef,chef select lidl,chef select lidl,Other / not mapped to a company,Nestlé,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Vers sap,Chef select lidl,56406917411,https://images.openfoodfacts.org/images/products/005/640/691/7411/front_en.3.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef select lidl,chef select lidl,other not mapped to a company,1,False
Nestlé,Chef,chef,chef select lidl,chef select lidl,Other / not mapped to a company,Nestlé,snacks,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,brand_prefix_with_separator,1,Massa folhada Blätterteig,chef sélect Lidl,4056489255000,https://images.openfoodfacts.org/images/products/405/648/925/5000/front_en.37.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef select lidl,chef select lidl,other not mapped to a company,1,False
Nestlé,Chef,chef,chef select to go,chef select to go,Other / not mapped to a company,Nestlé,dairies,France,FRANCE,brand_prefix_with_separator,1,Light macchiato,"Chef Select To Go, Chef to go select, Lidl",20310141,https://images.openfoodfacts.org/images/products/000/002/031/0141/front_fr.29.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef select to go,chef select to go,other not mapped to a company,1,False
Nestlé,Chef,chef,chef shamy,chef shamy,Other / not mapped to a company,Nestlé,dairies,United States,US_CANADA,brand_prefix_with_separator,1,Garlic Butter,Chef Shamy,641548550062,https://images.openfoodfacts.org/images/products/064/154/855/0062/front_en.23.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chef shamy,chef shamy,other not mapped to a company,1,False
Nestlé,Chef,chef,chefmex,chefmex,Other / not mapped to a company,Nestlé,snacks,Spain,SOUTHERN_EUROPE|US_CANADA,brand_prefix_concatenated_review,1,Nachos Tortilla Chips,chefmex,8436535230049,https://images.openfoodfacts.org/images/products/843/653/523/0049/front_es.10.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chefmex,chefmex,other not mapped to a company,1,False
Nestlé,Chef,chef,chefs choice,chefs choice,Other / not mapped to a company,Nestlé,beverages,United States,US_CANADA,brand_prefix_concatenated_review,1,Coconut water,Chef's Choice,9421903519214,https://images.openfoodfacts.org/images/products/942/190/351/9214/front_en.3.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chefs choice,chefs choice,other not mapped to a company,1,False
Nestlé,Chef,chef,chefs cut real jerky,chefs cut real jerky,Other / not mapped to a company,Nestlé,snacks,United States,US_CANADA,brand_prefix_concatenated_review,1,Bacon jerky,Chef's Cut Real Jerky,858959005337,,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chefs cut real jerky,chefs cut real jerky,other not mapped to a company,1,False
Nestlé,Chef,chef,chefs line,chefs line,Other / not mapped to a company,Nestlé,snacks,United States,US_CANADA,brand_prefix_concatenated_review,1,Chocolate Banana Swirled Loaf Cake,Chef's Line,758108784031,https://images.openfoodfacts.org/images/products/075/810/878/4031/front_en.5.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chefs line,chefs line,other not mapped to a company,1,False
Nestlé,Chef,chef,chefs special,chefs special,Other / not mapped to a company,Nestlé,beverages,France,FRANCE,brand_prefix_concatenated_review,1,Lait de coco,Chef's Special,8710998291121,https://images.openfoodfacts.org/images/products/871/099/829/1121/front_fr.4.400.jpg,review_prefix_candidate,reject prefix match / keep Other,False/generic prefix: Chef* here is not Nestlé Chef.,Other / not mapped to a company,False,False,reject prefix match / keep Other,Other / not mapped to a company,Chef,chefs special,chefs special,other not mapped to a company,1,False
Mondelez,Chips Ahoy!,chips ahoy,Chips Ahoy!,chips ahoy,Other / not mapped to a company,Mondelez International,snacks,Austria,DACH|US_CANADA,exact_brand_match,1,Candy blasts real chocolate chip cookies,Chips ahoy,44000058494,https://images.openfoodfacts.org/images/products/004/400/005/8494/front_en.9.400.jpg,review_prefix_candidate,approve proposed,Chips Ahoy! variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Chips Ahoy!,Chips Ahoy!,chips ahoy,mondelez international,1,True
Mondelez,Chips Ahoy!,chips ahoy,Chips Ahoy!,chips ahoy,Other / not mapped to a company,Mondelez International,snacks,Bolivia,SOUTHERN_EUROPE|US_CANADA,exact_brand_match,1,Red Velvet,"Chips Ahoy!,Nabisco",44000046378,https://images.openfoodfacts.org/images/products/004/400/004/6378/front_en.17.400.jpg,review_prefix_candidate,approve proposed,Chips Ahoy! variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Chips Ahoy!,Chips Ahoy!,chips ahoy,mondelez international,1,True
Mondelez,Chips Ahoy!,chips ahoy,Chips Ahoy!,chips ahoy,Other / not mapped to a company,Mondelez International,snacks,France,FRANCE|SOUTHERN_EUROPE|US_CANADA,exact_brand_match,1,Chips Ahoy Original,"Chips Ahoy!,Mondelez",8410000001013,https://images.openfoodfacts.org/images/products/841/000/000/1013/front_en.35.400.jpg,review_prefix_candidate,approve proposed,Chips Ahoy! variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Chips Ahoy!,Chips Ahoy!,chips ahoy,mondelez international,1,True
Mondelez,Chips Ahoy!,chips ahoy,Chips Ahoy!,chips ahoy,Other / not mapped to a company,Mondelez International,snacks,Mexico,US_CANADA,exact_brand_match,1,Original Chocolate Chip Cookies,Chips Ahoy!,44000043148,https://images.openfoodfacts.org/images/products/004/400/004/3148/front_en.9.400.jpg,review_prefix_candidate,approve proposed,Chips Ahoy! variant/company string.,Mondelēz International,True,True,approve proposed,Mondelēz International,Chips Ahoy!,Chips Ahoy!,chips ahoy,mondelez international,1,True
Mondelez,Clif,clif,clif bar and company,clif bar and company,Other / not mapped to a company,Mondelez International,snacks,France,FRANCE|US_CANADA,brand_prefix_with_separator,1,"Dark chocolate almond sea salt organic trail mix bar, dark chocolate almond sea salt",Clif Bar And Company,722252261427,https://images.openfoodfacts.org/images/products/072/225/226/1427/front_en.4.400.jpg,review_prefix_candidate,approve proposed,Clif/Clif Bar variant.,Mondelēz International,True,True,approve proposed,Mondelēz International,Clif,clif bar and company,clif bar and company,mondelez international,1,True
Mondelez,Clif,clif,clif builders,clif builders,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Chocolatey Peanut Butter,Clif Builders,722252168504,https://images.openfoodfacts.org/images/products/072/225/216/8504/front_en.23.400.jpg,review_prefix_candidate,approve proposed,Clif/Clif Bar variant.,Mondelēz International,True,True,approve proposed,Mondelēz International,Clif,clif builders,clif builders,mondelez international,1,True
Mondelez,Clif,clif,clif z bar,clif z bar,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Cookies ‘N Crème,Clif Z Bar,722252069597,https://images.openfoodfacts.org/images/products/072/225/206/9597/front_en.7.400.jpg,review_prefix_candidate,approve proposed,Clif/Clif Bar variant.,Mondelēz International,True,True,approve proposed,Mondelēz International,Clif,clif z bar,clif z bar,mondelez international,1,True
Mondelez,Clif,clif,clif zbar,clif zbar,Other / not mapped to a company,Mondelez International,snacks,Germany,DACH|US_CANADA,brand_prefix_with_separator,1,ICED OATMEAL COOKIE,CLIF ZBAR,722252194985,https://images.openfoodfacts.org/images/products/072/225/219/4985/front_en.67.400.jpg,review_prefix_candidate,approve proposed,Clif/Clif Bar variant.,Mondelēz International,True,True,approve proposed,Mondelēz International,Clif,clif zbar,clif zbar,mondelez international,1,True
Mondelez,Clif,clif,clif zbar,clif zbar,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_with_separator,1,Iced Oatmeal Cookie,Clif ZBar,722252194305,https://images.openfoodfacts.org/images/products/072/225/219/4305/front_en.13.400.jpg,review_prefix_candidate,approve proposed,Clif/Clif Bar variant.,Mondelēz International,True,True,approve proposed,Mondelēz International,Clif,clif zbar,clif zbar,mondelez international,1,True
Mondelez,Clif,clif,cliff,cliff,Other / not mapped to a company,Mondelez International,beverages,United States,US_CANADA,brand_prefix_concatenated_review,1,"Chocolate energy gel, chocolate",cliff,722252176295,https://images.openfoodfacts.org/images/products/072/225/217/6295/front_en.4.400.jpg,review_prefix_candidate,approve proposed,Clif/Clif Bar variant.,Mondelēz International,True,True,approve proposed,Mondelēz International,Clif,cliff,cliff,mondelez international,1,True
Mondelez,Clif,clif,cliff,cliff,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_concatenated_review,1,Dark Chocolate Peanut Butter Orgainc Trail Mix Bar,Cliff,722252265111,https://images.openfoodfacts.org/images/products/072/225/226/5111/front_en.6.400.jpg,review_prefix_candidate,approve proposed,Clif/Clif Bar variant.,Mondelēz International,True,True,approve proposed,Mondelēz International,Clif,cliff,cliff,mondelez international,1,True
Mondelez,Clif,clif,cliff bar,cliff bar,Other / not mapped to a company,Mondelez International,snacks,France,FRANCE|UK_IE,brand_prefix_concatenated_review,1,Alpine Muesli Mix Energy Bar,Cliff Bar,722252457622,https://images.openfoodfacts.org/images/products/072/225/245/7622/front_en.11.400.jpg,review_prefix_candidate,approve proposed,Clif/Clif Bar variant.,Mondelēz International,True,True,approve proposed,Mondelēz International,Clif,cliff bar,cliff bar,mondelez international,1,True
Mondelez,Clif,clif,cliff bar,cliff bar,Other / not mapped to a company,Mondelez International,snacks,Germany,DACH|US_CANADA,brand_prefix_concatenated_review,1,"Strawberry banana fruit smoothie filled energy bar, strawberry banana",Cliff Bar,722252671110,https://images.openfoodfacts.org/images/products/072/225/267/1110/front_de.3.400.jpg,review_prefix_candidate,approve proposed,Clif/Clif Bar variant.,Mondelēz International,True,True,approve proposed,Mondelēz International,Clif,cliff bar,cliff bar,mondelez international,1,True
Mondelez,Clif,clif,cliff bar and company,cliff bar and company,Other / not mapped to a company,Mondelez International,snacks,United States,US_CANADA,brand_prefix_concatenated_review,1,"Lemonzest minis snack size bars, lemonzest",Cliff Bar & Company,722252139412,https://images.openfoodfacts.org/images/products/072/225/213/9412/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Clif/Clif Bar variant.,Mondelēz International,True,True,approve proposed,Mondelēz International,Clif,cliff bar and company,cliff bar and company,mondelez international,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola classic,coca cola classic,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE|DACH,brand_prefix_with_separator,1,coca cola classic,"coca-cola classic,coca-cola",9416216283068,https://images.openfoodfacts.org/images/products/941/621/628/3068/front_fr.3.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola classic,coca cola classic,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola co,coca cola co,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE|DACH,brand_prefix_with_separator,1,Dr Pepper 1.5Lt .,Coca Cola Co.,5449000102379,https://images.openfoodfacts.org/images/products/544/900/010/2379/front_fr.10.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola co,coca cola co,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola collector 2012,coca cola collector 2012,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE,brand_prefix_with_separator,1,Coca Cola 500ml,Coca cola collector 2012,5000112558234,https://images.openfoodfacts.org/images/products/500/011/255/8234/front_fr.4.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola collector 2012,coca cola collector 2012,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola collector 2012,coca cola collector 2012,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE|DACH,brand_prefix_with_separator,1,"Mezzo mix Zero, Erfrischungsgetränk, Pet",Coca cola collector 2012,5000112562453,https://images.openfoodfacts.org/images/products/500/011/256/2453/front_de.19.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola collector 2012,coca cola collector 2012,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola compagnie,coca cola compagnie,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE,brand_prefix_with_separator,1,coca cola cheri,coca cola compagnie,40907215,https://images.openfoodfacts.org/images/products/000/004/090/7215/front_fr.5.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola compagnie,coca cola compagnie,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola company,coca cola company,Other / not mapped to a company,The Coca-Cola Company,beverages,Belgium,BENELUX|FRANCE|DACH|UK_IE,brand_prefix_with_separator,1,Cocacola mini original taste,Coca-Cola Company,54491014,https://images.openfoodfacts.org/images/products/000/005/449/1014/front_en.161.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola company,coca cola company,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola company,coca cola company,Other / not mapped to a company,The Coca-Cola Company,beverages,Bulgaria,FRANCE,brand_prefix_with_separator,1,Sprite,Coca-Cola Company,5449000004864,https://images.openfoodfacts.org/images/products/544/900/000/4864/front_fr.35.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola company,coca cola company,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola company,coca cola company,Other / not mapped to a company,The Coca-Cola Company,beverages,Bulgaria,FRANCE|DACH,brand_prefix_with_separator,1,Coca-Cola Zero,Coca Cola Company,5000112552157,https://images.openfoodfacts.org/images/products/500/011/255/2157/front_de.30.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola company,coca cola company,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola company,coca cola company,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE|US_CANADA,brand_prefix_with_separator,1,Gold peak Sweet tea,Coca-Cola Company,49000074154,https://images.openfoodfacts.org/images/products/004/900/007/4154/front_en.7.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola company,coca cola company,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola company,coca cola company,Other / not mapped to a company,The Coca-Cola Company,beverages,India,UK_IE,brand_prefix_with_separator,1,Thumbs Up (Indian coke),Coca Cola Company,3948764041259,https://images.openfoodfacts.org/images/products/394/876/404/1259/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola company,coca cola company,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola company,coca cola company,Other / not mapped to a company,The Coca-Cola Company,beverages,India,US_CANADA,brand_prefix_with_separator,1,Thumbs Up 750ml,Coca Cola Company,8901764042270,https://images.openfoodfacts.org/images/products/890/176/404/2270/front_en.46.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola company,coca cola company,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola company,coca cola company,Other / not mapped to a company,The Coca-Cola Company,beverages,United Kingdom,UK_IE,brand_prefix_with_separator,1,Diet coke,coca-cola company,5449000009197,https://images.openfoodfacts.org/images/products/544/900/000/9197/front_en.11.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola company,coca cola company,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola craftea,coca cola craftea,Other / not mapped to a company,The Coca-Cola Company,beverages,United States,US_CANADA,brand_prefix_with_separator,1,红茶花伝,Coca-Cola Craftea,4902102140669,https://images.openfoodfacts.org/images/products/490/210/214/0669/front_zh.3.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola craftea,coca cola craftea,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola european partners norge a,coca cola european partners norge a,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE,brand_prefix_with_separator,1,Sprite Light,COCA-COLA EUROPEAN PARTNERS NORGE A,5000112633801,https://images.openfoodfacts.org/images/products/500/011/263/3801/front_fr.17.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola european partners norge a,coca cola european partners norge a,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola european partners norge a,coca cola european partners norge a,Other / not mapped to a company,The Coca-Cola Company,beverages,United Kingdom,UK_IE,brand_prefix_with_separator,1,"Urge 0,5l",COCA-COLA EUROPEAN PARTNERS NORGE A,5000112636918,https://images.openfoodfacts.org/images/products/500/011/263/6918/front_en.10.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola european partners norge a,coca cola european partners norge a,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola hbc magyarorszag kft,coca cola hbc magyarorszag kft,Other / not mapped to a company,The Coca-Cola Company,beverages,Hungary,US_CANADA,brand_prefix_with_separator,1,Coca-Cola Zero 1.75,Coca-Cola HBC Magyarország Kft.,5993330000152,https://images.openfoodfacts.org/images/products/599/333/000/0152/front_en.6.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola hbc magyarorszag kft,coca cola hbc magyarorszag kft,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola hbc romania,coca cola hbc romania,Other / not mapped to a company,The Coca-Cola Company,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Next joy!,Coca- cola hbc romania,5449000337276,https://images.openfoodfacts.org/images/products/544/900/033/7276/front_en.5.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola hbc romania,coca cola hbc romania,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola life,coca cola life,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE|DACH,brand_prefix_with_separator,1,Coca Cola Life,"Coca Cola Life, Coca-Cola",5449000095046,https://images.openfoodfacts.org/images/products/544/900/009/5046/front_fr.8.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola life,coca cola life,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola life,coca cola life,Other / not mapped to a company,The Coca-Cola Company,beverages,United States,US_CANADA,brand_prefix_with_separator,1,Reduced Calorie Cola,Coca-cola life,49000002607,,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola life,coca cola life,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola mini,coca cola mini,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE,brand_prefix_with_separator,1,Coca-Cola mini cans,Coca Cola Mini,5449000224088,https://images.openfoodfacts.org/images/products/544/900/022/4088/front_fr.4.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola mini,coca cola mini,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola zero,coca cola zero,Other / not mapped to a company,The Coca-Cola Company,beverages,Belgium,BENELUX|FRANCE,brand_prefix_with_separator,1,Coca-cola zéro,Coca-Cola zero,90357725,https://images.openfoodfacts.org/images/products/000/009/035/7725/front_fr.8.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola zero,coca cola zero,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola zero,coca cola zero,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE|DACH,brand_prefix_with_separator,1,Zucker zero kalorien,Coca cola zero,5449000134578,https://images.openfoodfacts.org/images/products/544/900/013/4578/front_de.3.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola zero,coca cola zero,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,coca cola zero,coca cola zero,Other / not mapped to a company,The Coca-Cola Company,beverages,United States,US_CANADA,brand_prefix_with_separator,1,coke zero spiced,Coca cola zero,49000315417,https://images.openfoodfacts.org/images/products/004/900/031/5417/front_en.3.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,coca cola zero,coca cola zero,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,cocacola,cocacola,Other / not mapped to a company,The Coca-Cola Company,beverages,France,FRANCE|DACH,brand_prefix_concatenated_review,1,"Mezzo Mix 0,33",CocaCola,40822952,https://images.openfoodfacts.org/images/products/000/004/082/2952/front_de.36.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,cocacola,cocacola,the coca cola company,1,True
Coca-Cola,Coca-Cola,coca cola,cocacola,cocacola,Other / not mapped to a company,The Coca-Cola Company,beverages,United Kingdom,UK_IE,brand_prefix_concatenated_review,1,Coca-cola Zero Lemon,Cocacola,5449000266880,https://images.openfoodfacts.org/images/products/544/900/026/6880/front_en.5.400.jpg,review_prefix_candidate,approve proposed,Coca-Cola variant/company string.,The Coca-Cola Company,True,True,approve proposed,The Coca-Cola Company,Coca-Cola,cocacola,cocacola,the coca cola company,1,True
