raw_brand,cleaned_brand_key,approved_normalized_brand,alias_review_decision,mapping_source,review_reason,product_count,country_or_market,observed_market_region_codes,category,example_product_names
reflets de france cmi carrefour,reflets de france,Reflets de France,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Biscuits sablés de Normandie Pur beurre
reflets de france fromageries chabert,reflets de france,Reflets de France,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,dairies,Reblochon de Savoie au lait cru
selection carrefour,selection carrefour,Carrefour Sélection,approve_alias,curated_private_label_mapping,"curated Carrefour private-label mapping, reversed-order variant",1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,snacks,80% cacao noir
selection carrefour,selection carrefour,Carrefour Sélection,approve_alias,curated_private_label_mapping,"curated Carrefour private-label mapping, reversed-order variant",1,France,FRANCE,dairies,Fontainebleau lit fruits rouges
sensation carrefour,sensation carrefour,Carrefour Sensation,approve_alias,curated_private_label_mapping,"curated Carrefour private-label mapping, reversed-order variant",1,France,FRANCE|SOUTHERN_EUROPE,cereals,Crunchy 3 chocolates
simpl,simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,dairies,Beurre 60% M.G doux
simpl,simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,beverages,Sirop Menthe
simpl,simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,Petit beurre
simpl,simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Chocolate Chip Cookies
simpl carrefour,simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE,snacks,Simpl Gaufres de Liège avec Fantaisie au Cacao
simpl carrefour,simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,cereals,Pétales de Blé Goût Chocolat
simpl carrefour,simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE,snacks,12 Macarons
simpl carrefour carrefour discount produit blanc,simpl,Simpl,approve_alias,curated_private_label_mapping,curated Carrefour private-label mapping,1,France,FRANCE|SOUTHERN_EUROPE,snacks,Madeleines longues
carrefour carrefour seleccion,carrefour seleccion,,manual_review_repeated_prefix,heuristic,dirty repeated brand prefix was detected or collapsed before alias review,2,France,FRANCE|SOUTHERN_EUROPE,beverages,Jus d'orange fraîchement pressé traité thermiquement réfrigéré Avec pulpe | Jus d'ananas et mangue. 100% pur fruit préssé
carrefour carrefour veggie,carrefour veggie,,manual_review_repeated_prefix,heuristic,dirty repeated brand prefix was detected or collapsed before alias review,2,Belgium,BENELUX|FRANCE,snacks,Carrefour Classic' Veggy Fruit Mix | Veggy tut acid
carrefour classic' carrefour,carrefour classic' carrefour,carrefour classic' carrefour,approve_alias,heuristic,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,dairies,EMMENTAL Râpé | MOZZARELLA
bon app carrefour,bon app carrefour,bon app' carrefour,approve_alias,heuristic,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Myrtille
carrefour carrefour,carrefour,,manual_review_repeated_prefix,heuristic,dirty repeated brand prefix was detected or collapsed before alias review,1,Belgium,BENELUX|FRANCE,snacks,Palmiers aux zestes de citrons confits
carrefour carrefour,carrefour,,manual_review_repeated_prefix,heuristic,dirty repeated brand prefix was detected or collapsed before alias review,1,France,FRANCE,beverages,Saveur Mojito
carrefour carrefour classic' classic',carrefour classic' classic,,manual_review_repeated_prefix,heuristic,dirty repeated brand prefix was detected or collapsed before alias review,1,France,FRANCE,dairies,Dés de meule fruitée
carrefour carrefour contact,carrefour contact,,manual_review_repeated_prefix,heuristic,dirty repeated brand prefix was detected or collapsed before alias review,1,France,FRANCE,snacks,Chouquettes
carrefour carrefour marche,carrefour marche,,manual_review_repeated_prefix,heuristic,dirty repeated brand prefix was detected or collapsed before alias review,1,France,FRANCE,snacks,Trianon
carrefour carrefour s.a,carrefour s.a,,manual_review_repeated_prefix,heuristic,dirty repeated brand prefix was detected or collapsed before alias review,1,France,FRANCE|SOUTHERN_EUROPE,beverages,QUARTER HORSE Kentucky Straight Bourbon Whiskey
carrefour en cuisinepromocash,carrefour en cuisinepromocash,carrefour en cuisine promocash,approve_alias,heuristic,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Burrata
carrefour selectionne par nos equipes,carrefour selectionne par nos equipes,carrefour selectionne par nos equipes,approve_alias,heuristic,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Beignet au Chocolat
carrefour terre d italia,carrefour terre d italia,carrefour terre d'italia,approve_alias,heuristic,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,Amaretti morbidi
selection selection carrefour,selection selection carrefour,,manual_review_repeated_prefix,heuristic,dirty repeated brand prefix was detected or collapsed before alias review,1,Belgium,BENELUX|FRANCE,dairies,SEL Feta AOP
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",822,France,FRANCE,dairies,COMTE EXTRA | Lait de Montagne demi-écrémé | comte harmonie | Sechon Chèvre | Raclette Rich. Mont
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",681,France,FRANCE,snacks,Madeleines moelleuses | Mini galette frangipane | Pain au chocolat | MERVEILLES saupoudrées de sucre cristal | Chouquettes
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",404,France,FRANCE,beverages,Eau de source de montagne | Multifruits | chicorée café | Fresh tonicité | pur jus d'orange
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",327,France,FRANCE|SOUTHERN_EUROPE,beverages,NECTAR partiellement à base de concentrés MULTIFRUITS | Decaffeinato | Limonade zero* | 100% pur jus jus d'orange sans pulpe | MANZANA Liqueur saveur pomme
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",313,France,FRANCE|SOUTHERN_EUROPE,snacks,"barrette ai cereali | Biscuits cuillers | P'tit Déj Pépites de chocolat | P'tit déj Saveur - Smaak Apricot, almonds & chocolate chips* | Blanc coco caramelisée"
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",217,Belgium,BENELUX|FRANCE,snacks,Barquettes | 10 pains au lait | Le Petit Beurre | Chocolat au lait | Crackers saveur fromage
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",168,France,FRANCE|SOUTHERN_EUROPE,dairies,Bifidus* nature | Mousse chocolat | Bizcocho al ron | Lait écrémé en poudre | Liégeois café
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",92,Belgium,BENELUX|FRANCE,dairies,Crème dessert chocolat | Yaourt à boire aromatisé | Tarti'Bon | Gouda Holland | Creme sous pression
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",54,France,FRANCE|SOUTHERN_EUROPE,cereals,MUESLI & Co 6 FRUITS SECS | Fibra 5 dried fruits | Crunchy 5 fruits secs | Stylesse Nature | Fibra chocolat
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",50,Belgium,BENELUX|FRANCE,beverages,Zéro sucres* Menthe | Sirop de pamplemousse | Eau de source de montagne d'auvergne | Pulp' Orange | Orange pressée
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",23,France,FRANCE,cereals,Son d'avoine Bio | Petales de blé complet et riz | Granola crunchy | Crunchy Muesli 3 Chocolats | Crunchy Muesli Cappucino
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",22,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,beverages,Iced tea saveur pêche | Intenso | Fresh Tonic Soda avec sucre et édulcolorants | Orange sans pulpe | Jus de pomme
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",22,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,snacks,Chocolat lait | Toetilla Chips Nature | ChocoGrani | Sticks et bretzels | P'tit Déj Honey & chocolate chips*
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",15,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,dairies,Liégeois Saveur vanille sur lit de caramel | Bûche de Chèvre | Tiramisu au Café | MOZZARELLA | Queso rallado emmental
carrefour en cuisine,carrefour en cuisine,carrefour en cuisine,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",14,France,FRANCE,dairies,"Mozzarella - cossettes pour pizza | Creme fouettee | Fromage Blanc 3,9% de Mat.Gr. | Roquefort appellation d'origine protegee | Raclette demi-meule"
carrefour esprit de fete,carrefour esprit de fete,carrefour esprit de fete,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",13,France,FRANCE,snacks,Friture chocolat au lait | Nougat | Escargots Praliné | Kit a cacher | Escargots praliné
cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,13,France,FRANCE,dairies,Bifidus* saveur vanille | Bifidus* saveur citron | Lait Demi-Écrémé | Emmental Français Est-Central Au lait cru | Crème fraîche épaisse Entière
carrefour saxo,carrefour saxo,carrefour saxo,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",12,France,FRANCE,beverages,Saveur piña colada | Saveur Fraise | Coffret de thé | Thé Earl Grey Saveur Citron | Sirop saveur Menthe Glaciale
carrefour groupe carrefour,carrefour groupe carrefour,carrefour groupe carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",11,France,FRANCE,dairies,Liégeois Chocolat | CREME aux œufs Saveur vanille | Lait Écrémé | Lait de Montagne Entier | Lait de montagne demi-écrémé
carrefour cmi carrefour marchandises internationales groupe carrefour,carrefour cmi carrefour marchandises internationales groupe carrefour,carrefour cmi carrefour marchandises internationales groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,7,France,FRANCE,dairies,Mousse de crème fouettée sur fromage frais | Léger (11 % MG) | Emmental Râpé | Camembert de caractère (20 % MG) | Lait Demi-Écrémé
carrefour esprit de fete,carrefour esprit de fete,carrefour esprit de fete,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",7,France,FRANCE|SOUTHERN_EUROPE,snacks,Truffes fantaisie saveur eclats de caramel | Truffes fantaisie éclats de crêpe croustillante | Chocolat au lait garni œufs au praliné | MIX Œufs fourrés | Dinosaure chocolat
carrefour saxo,carrefour saxo,carrefour saxo,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",7,France,FRANCE,snacks,Mini bonbons a la menthe | Mini bonbons acidules gouts fruits | Assortiment biscuits salés | Tortilla chips goût chili | Tortilla chips
grand jury carrefour,grand jury carrefour,grand jury carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",7,France,FRANCE,snacks,Goûters Goût Chocolat | Les carrés fondants chocolat noir fourrage au praliné | Frit'Acid | 12 briochettes rondes | Banana fraise
carrefour en cuisine,carrefour en cuisine,carrefour en cuisine,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",6,France,FRANCE,snacks,Gamme sucrée Mini éclairs Prêts à garnir | Chocolat de couverture noir 55% de cacao palets | Nappage dessert parfum caramel | Flan pâtissier | Caramel au beurre sale
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",5,Belgium,BENELUX|FRANCE,cereals,Flocons d'avoine | Muesli de luxe | Muesli Superfruit | Granola crunchy | Corn Flakes bio
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",5,Belgium,BENELUX|FRANCE|SOUTHERN_EUROPE,cereals,Crunchy 5 fruits secs | Crunchy 4 noix | Crocks choco | Fibra | Corn flakes
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",5,France,FRANCE|DACH,dairies,Beurre gastronomique demi-sel | Tomme de Brebis | Burrata | Lait des campagnes demi-écrémé | Lait des campagnes du centre de la France
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",5,United States,US_CANADA,dairies,Mozzarella | Crème fraîche épaisse légère 15% | Bethmale de chèvre | Comté AOP affinage 30 mois | Lapte semidegresat
carrefour les belges,carrefour les belges,carrefour les belges,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",5,Belgium,BENELUX|FRANCE,snacks,Les Belges Gaufres de Bruxelles | Les Belges Manons aux 3 Chocolats 12 pièces | Les Belges Truffes au Chocolat Belge | Les Belges Assortiment de Pralines | Les Belges Gaufres de Liège au Beurre
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",4,France,FRANCE|DACH,snacks,Palets bretons | Croissant aux amandes | Mini gaufres poudrées au sucre | Chips Paysanne Bio
carrefour interdis,carrefour interdis,carrefour interdis,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,4,France,FRANCE,dairies,Roquefort au lait cru de brebis | Liégeois au café | Avec Morceaux Pêche | Fromage blanc à l'ancienne
carrefour xtrem,carrefour xtrem,carrefour xtrem,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",4,France,FRANCE|SOUTHERN_EUROPE,cereals,X'trem au chocolat | CR'OCKS au chocolat au lait | Crocks choco | Crocks chocolat noir
cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,4,France,FRANCE,beverages,Sirop ANIS | 100% pur jus multifruits | 100% pur jus orange sans pulpe | SIROP Menthe glaciale
esprit de fete carrefour,esprit de fete carrefour,esprit de fete carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",4,France,FRANCE,snacks,Crispy chocolat au lait | Papillotes noir | Bûche pâtissière à la crème au beurre
terre d'italia carrefour,terre d'italia carrefour,terre d'italia carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",4,France,FRANCE|SOUTHERN_EUROPE,dairies,Mozzarella di bufala dop | Mozzarella di bufala campana dop | Mozarella di bufala campana | Parmigiano reggiano stagionatura oltre 30 mesi
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",3,Belgium,BENELUX|FRANCE|DACH,dairies,Yaourt à la GRECQUE NATURE | Fromage de brebis (Fêta) | Carrefour Sensation Kefir Lait Demi-Écrémé Fermenté
carrefour produits blancs,carrefour produits blancs,carrefour produits blancs,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",3,France,FRANCE,dairies,Crème dessert | Cappuccino nature | Petit brie
carrefour terre d'italia,carrefour terre d'italia,carrefour terre d'italia,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",3,France,FRANCE|SOUTHERN_EUROPE,snacks,Cantucci Toscani IGP alle mandorle | Sospiri di Sardegna | Tegole de la Vallée
carrefour yours,carrefour yours,carrefour yours,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",3,France,FRANCE,beverages,Bière yours saveur citron | YOURS Saveur Citron | YOURS Avec de la bière sans alcool Saveur framboise
le marche carrefour,le marche carrefour,le marche carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",3,France,FRANCE,snacks,"Assortiment de 6 macarons cœurs garnis, décongelés | Macarons framboise gros x2 | Madeleine Fourrée chocolat noisette"
agir carrefour nutrition groupe carrefour,agir carrefour nutrition groupe carrefour,agir carrefour nutrition groupe carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,dairies,"Milk-Shake substitut de repas, saveur chocolat (x 3) | Milk-Shake substitut de repas, saveur vanille (x 3)"
bon appetit carrefour,bon appetit carrefour,bon appetit carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE|SOUTHERN_EUROPE,beverages,Zumo naranja | Zumo Naranja y Mango
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,Czech Republic,FRANCE,snacks,Chocolat noir dessert | BIO Barres céréales Fraise
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE|DACH,beverages,Eau minérale naturelle des Alpes MONTCLAR | Café soluble intense
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE|SOUTHERN_EUROPE|DACH,beverages,100% pur jus orange sans pulpe | Café au lait Chicorée
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE|SOUTHERN_EUROPE|DACH,snacks,TORTILLA CHIPS Goût Chili | Cookies tout chocolat
carrefour bon appetit,carrefour bon appetit,carrefour bon appetit,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE|SOUTHERN_EUROPE,beverages,Zumo Manzana y Frutos del Bosque | Zumo Naranja y Mango
carrefour en cuisine,carrefour en cuisine,carrefour en cuisine,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,cereals,"Muesli Céréales complètes, fruits et graines | Gros Flocons d'Avoine"
carrefour en cuisine promocash,carrefour en cuisine promocash,carrefour en cuisine promocash,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,snacks,Gamme sucrée Choux standards prêts à garnir | Caramel liquide
carrefour energy drink,carrefour energy drink,carrefour energy drink,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE|SOUTHERN_EUROPE,beverages,Energy* drink | Energy DRINK* Light**
carrefour grand jury,carrefour grand jury,carrefour grand jury,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,beverages,Sélectionné par Grand Jury. Eau de source de Montagne.
carrefour groupe carrefour,carrefour groupe carrefour,carrefour groupe carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,beverages,Boisson soja Saveur vanille | Boisson au soja saveur miel
carrefour interdis,carrefour interdis,carrefour interdis,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,2,France,FRANCE|SOUTHERN_EUROPE,snacks,Palets Bretons | Loops Nappage Chocolat au lait
carrefour interdis reflets de france,carrefour interdis reflets de france,carrefour interdis reflets de france,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,2,France,FRANCE,dairies,Coulommiers Fabriqué dans l'Orne | Chabichou
carrefour no gluten,carrefour no gluten,carrefour no gluten,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,snacks,Fondant au chocolat sans gluten | Sablé au caramel et chocolat au lait
carrefour produits blancs,carrefour produits blancs,carrefour produits blancs,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE|SOUTHERN_EUROPE,beverages,Orange nectar | Kaomix
carrefour produits blancs,carrefour produits blancs,carrefour produits blancs,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE|SOUTHERN_EUROPE,snacks,Barres céréales Goût Chocolat au lait - Banane | Pop corn salé
carrefour promocash,carrefour promocash,carrefour promocash,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,snacks,Chocolat de laboratoire noir 50% de cacao gouttes | Croissants
carrefour stylesse form +,carrefour stylesse form +,carrefour stylesse form +,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,Belgium,BENELUX|FRANCE,dairies,Carrefour Classic' Gouda Mi-Vieux Fromage 10 Tranches | Carrefour Classic' Gouda Jeune 10 Tranches
carrefour terre d'italia,carrefour terre d'italia,carrefour terre d'italia,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE|SOUTHERN_EUROPE,dairies,Parmigiano Reggiano | Tomino di boscaiolo
carrefour veggie carrefour,carrefour veggie carrefour,carrefour veggie carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,beverages,Pomme betterave raisin cassis | Pomme Abricot Carotte Potiron
cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,cmi carrefour marchandises internationales carrefour groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,2,France,FRANCE|SOUTHERN_EUROPE,beverages,Limonade | 100% pur jus orange du brésil sans pulpe
les gateaux d'honorine carrefour,les gateaux d'honorine carrefour,les gateaux d'honorine carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,snacks,Pyramide Décongelé *2 Croustillant Chocolat | Craquant Décongelé Fruits Rouge *2
selectionne par nos equipes carrefour,selectionne par nos equipes carrefour,selectionne par nos equipes carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",2,France,FRANCE,snacks,Coquillettes nature x4 | Croissant aux amandes *4
1540 vestby carrefour norwegen oluf lorentzen as toveien 22,1540 vestby carrefour norwegen oluf lorentzen as toveien 22,1540 vestby carrefour norwegen oluf lorentzen as toveien 22,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,L'Affiné au Chablis - Fromage à pâte molle au lait pasteurisé
5 cfr 1 carrefour,5 cfr 1 carrefour,5 cfr 1 carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Multivitamines 12 fruits
agir carrefour,agir carrefour,agir carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Barres substituts de repas Goût chocolat
agir carrefour agir carrefour nutrition cmi carrefour marchandises internationales groupe carrefour,agir carrefour agir carrefour nutrition cmi carrefour marchandises internationales groupe carrefour,agir carrefour agir carrefour nutrition cmi carrefour marchandises internationales groupe carrefour,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,beverages,Boisson au Soja chocolat
agir carrefour nutrition groupe carrefour,agir carrefour nutrition groupe carrefour,agir carrefour nutrition groupe carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,"Soja, Boisson soja nature"
astoria carrefour,astoria carrefour,astoria carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,Lait & céréales croustillantes
auchan carrefour,auchan carrefour,auchan carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,snacks,BONBONS Menthe
bernard bremont reflets de france,bernard bremont reflets de france,bernard bremont reflets de france,manual_review,none,Carrefour supplier/source string preserved; not curated for launch,1,France,FRANCE,beverages,Champagne Brut
biere ultra forte carrefour,biere ultra forte carrefour,biere ultra forte carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE|SOUTHERN_EUROPE,beverages,Koenigsbier
bio source carrefour bio,bio source carrefour bio,bio source carrefour bio,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Ventadour
bjorg carrefour bio,bjorg carrefour bio,bjorg carrefour bio,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Bio Nutri+ Blé Sesame
bon app carrefour carrefour,bon app carrefour,bon app carrefour carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,DESSERT Tiramisu
bon app' carrefour,bon app' carrefour,bon app' carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Jus multifruits 100 % purs fruits pressés
bon app' carrefour,bon app' carrefour,bon app' carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,dairies,Soupe aux carottes et lait de coco
bon app' carrefour,bon app' carrefour,bon app' carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,DESSERT Tartelette au caramel beurre demi-sel
bonne appetit carrefour,bonne appetit carrefour,bonne appetit carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Orange avec pulpe 100% pur jus
brasserie duyck reflets de france,brasserie duyck reflets de france,brasserie duyck reflets de france,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Bière de garde brassée à l'ancienne blonde du Nord
brioche pasquier carrefour,brioche pasquier carrefour,brioche pasquier carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Galette Frangipane 6P
brioches et viennoiseries thomas carrefour,brioches et viennoiseries thomas carrefour,brioches et viennoiseries thomas carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,snacks,Gâche aux Éclats de Chocolat Noir
c'est qui le patron la marque du consommateur carrefour,c'est qui le patron la marque du consommateur carrefour,c'est qui le patron la marque du consommateur carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,France,FRANCE,beverages,Jus de pomme 100% non filtré
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Bahrain,FRANCE,snacks,Barquettes Goût Abricot
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Brazil,FRANCE|SOUTHERN_EUROPE,cereals,Fibra STICKS
carrefour,carrefour,carrefour,approve_alias,none,"mechanical spelling, punctuation, spacing, suffix, or confirmed-alias variant",1,Canada,US_CANADA|FRANCE,snacks,Popcorn salé
