review_rank,review_priority_bucket,review_priority_reason,review_suggestion,reviewer_decision,reviewer_note,barcode,product_name,brand,company,region,category,image_url,nutrition_quality_status,nutrition_quality_reason,energy_kcal_100g,energy_kcal_macro_calculated_100g,energy_kcal_macro_diff_abs,energy_kcal_macro_diff_pct,energy_kcal_macro_diff_pct_abs,protein_g_100g,carbs_g_100g,fat_g_100g,sugars_g_100g,saturated_fat_g_100g,fiber_g_100g,salt_g_100g,protein_g_per_100kcal,carbs_g_per_100kcal,fat_g_per_100kcal,include_in_product_explorer,include_in_market_overview_calculations,include_in_market_overview_charts,scenario_c2_reinclude,scenario_c2_rule,scenario_c2_proposed_treatment,scenario_c2_review_status,scenario_c2_rationale
15330,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3590925000003,Vergers du petit pavillon Sarthe,les fruits de berce,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/359/092/500/0003/front_fr.13.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15331,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3700110008008,Thé Noir Earl Grey,naturela,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/370/011/000/8008/front_fr.18.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15332,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3700111078666,Miss green tea,desir de vrai,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/370/011/107/8666/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15333,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3700111090132,Capsules Biodégradables Biospresso 100% Arabica,naturela,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/370/011/109/0132/front_fr.6.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,19.8,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15334,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3700221323557,Turbo Draine,forte pharma,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/370/022/132/3557/front_fr.17.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15335,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3700256703720,Palais Des Thes Green Tea With Mint 20 Tea Bags 40G / 1.4oz,palais des thes,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/370/025/670/3720/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15336,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3700256704048,Grand jasmin chun feng,palais des thes,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/370/025/670/4048/front_fr.10.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15337,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3700286543228,The,mariage freres,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/370/028/654/3228/front_fr.15.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15338,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3700286548384,Thé chai,mariage freres,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/370/028/654/8384/front_fr.11.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15339,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3700286549091,"Eros, Thé Noir Fleuri Pour L'après-midi 30 Mousselines, 75 gr",mariage freres,,FRANCE,beverages,,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15340,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760004440017,"Ice Tropez 0%, Boisson D'été",icetropez,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/000/444/0017/front_fr.13.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15341,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760019004471,The tropical,la route des comptoirs,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/001/900/4471/front_fr.10.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,0.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15342,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760027607138,Vin rouge,roc des cigaler,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/002/760/7138/front_en.3.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,,1.0,,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15343,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760070371154,Château les trois manoir,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/007/037/1154/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,2.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15344,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760077984036,Nos racines cotes de bourg,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/007/798/4036/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15345,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760088812687,Sirop de rose,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/008/881/2687/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15346,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760108020733,Sirop de Gingembre,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/010/802/0733/front_fr.11.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15347,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760118050430,Sirop coquelicot,l'atelier de clotilde,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/011/805/0430/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15348,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760171580141,Zen Jabil,saouda,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/017/158/0141/front_fr.14.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,0.0,,0.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15349,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760240690740,LIMONADE ARTISANALE DU PAYS ROCHELAIS,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/024/069/0740/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,0.1,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15350,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3760258640041,Juicerie,juicerie,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/376/025/864/0041/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15351,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3770001517803,Spiruline,spiriliform,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/377/000/151/7803/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15352,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3770004173129,Gazpacho rouge,loraldi,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/377/000/417/3129/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15353,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,3770008866027,Bière ambrée,unknown,,FRANCE,beverages,,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15354,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,4062300251830,Hipp Bio Früchte Tee,hipp,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/406/230/025/1830/front_de.16.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,0.5,1.0,,0.1,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15355,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,5000112630398,Coca cola peche,coca-cola,Coca-Cola,FRANCE,beverages,https://images.openfoodfacts.org/images/products/500/011/263/0398/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15356,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,5055534352212,Myprotein Mypre Blue Raspberry,myprotein,,FRANCE,beverages,,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15357,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,5060123600575,Ty.phoo Black Tea Box 80 Tea Bags,ty phoo,,FRANCE,beverages,,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,0.0,1.0,,,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15358,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,5410013153627,Spa Touch of Lemon Pet,spa,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/001/315/3627/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15359,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,5411651091098,Coffee Prenium,prenium,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/541/165/109/1098/front_fr.6.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15360,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,6001108052339,The Owl Post Pinotage 2014 Neethlingshof Estate,neethlingshof,,FRANCE,beverages,,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15361,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,6111128000378,Aïn Saiss finement pétillante,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/611/112/800/0378/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15362,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,66670384,Jus de citron Limone del Feudo,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/000/006/667/0384/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15363,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,7290000529974,Infusion Respiration Thym - Eucalyptus,adanim bio,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/729/000/052/9974/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15364,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,7617014172963,Capsules café lungo,cafe royal,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/761/701/417/2963/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15365,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,7630030360169,10 Nespresso Cosi Capsules,unknown,,FRANCE,beverages,,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,0.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15366,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,7630039677923,Vertuo Stormio,nespresso,Nestlé,FRANCE,beverages,https://images.openfoodfacts.org/images/products/763/003/967/7923/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15367,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,7630039678104,Nespresso vertuo aflorazio,nespresso,Nestlé,FRANCE,beverages,https://images.openfoodfacts.org/images/products/763/003/967/8104/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15368,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,7630039688202,Espresso descafeinado,nespresso,Nestlé,FRANCE,beverages,https://images.openfoodfacts.org/images/products/763/003/968/8202/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15369,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,8010282209000,Nettare di melagrana wonderful,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/801/028/220/9000/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15370,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,8024884220707,COURMAYEUR 6 x 0.50 L Eau Minérale Naturelle,courmayeur,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/802/488/422/0707/front_fr.7.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15371,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,8051093501372,ESPRESSO,ethical coffee,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/805/109/350/1372/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,0.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15372,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,8055002180177,Tenore decaffeinato,adagio,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/805/500/218/0177/front_fr.4.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,19.8,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15373,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,8594001021512,Perlivá,mattoni,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/859/400/102/1512/front_cs.12.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15374,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,8690719103370,Thé vert cannelle clou de girofle,unknown,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/869/071/910/3370/front_fr.3.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,20.0,0.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15375,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,8699580003352,DOGADAN Form Tea Apricot,dogadan,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/869/958/000/3352/front_fr.10.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,0.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
15376,hard_error_keep_excluded,Hard data-quality error; review only if the rule itself is being reconsidered.,keep_excluded_by_default,,,8711000371084,Espresso corsé n°10 café en capsules aluminium,jacobs,,FRANCE,beverages,https://images.openfoodfacts.org/images/products/871/100/037/1084/front_fr.12.400.jpg,data_quality_error,nutrient_density_exceeds_energy_limit,1.0,17.0,-16.0,-16.0,16.0,1.0,1.0,1.0,1.0,1.0,,1.0,100.0,100.0,100.0,False,False,False,False,,remain_excluded_from_market_overview_calculations_and_charts,pending_julia_review,Not covered by guarded Scenario C2 re-inclusion rules; remains excluded by default pending review.
