region,category,metric,tail_band,tail_direction,record_count,median_metric_value_in_band,min_metric_value_in_band,max_metric_value_in_band,top_product_name_tokens,top_brands,top_off_categories,top_product_examples,suggested_pattern_label,,
FRANCE,snacks,energy_kcal_100g,P5-P10,bottom,3363,328,298,340,brioche (183) | chocolat (165) | mini (148) | pain (135) | pommes (119) | beurre (102) | bonbons (98) | pains (92) | marshmallows (90) | caramel (82),unknown (807) | haribo (260) | fini (85) | trolli (65) | u (58) | lutti (50) | carrefour (48) | hema (48),Snacks (2595) | Snacks sucrés (2188) | Confiseries (970) | Bonbons (944) | Viennoiseries (688) | Biscuits et gâteaux (508) | Bonbons gélifiés (367) | Pâtisseries (363),3557003008221: 8 cannelés vanille (298) | 3567741001187: Millefeuilles (298) | 7862109270516: Choc. cru Pacari 85% Cacao (298) | 3567741000432: Millefeuille (298) | 5018735225303: Soreen Malt Loaf Bar (298) | 3760022090225: Cannelés (298) | 3100002000835: Chausson pomme (298) | 3760233469438: Brioche de l'avent (298),likely_category_scope_noise,,
FRANCE,snacks,energy_kcal_100g,P80-P90,top,6726,545,533,558.2,chocolat (2192) | noir (984) | lait (976) | chips (803) | chocolate (528) | caramel (232) | milk (212) | noisettes (190) | cacao (182) | tablette (173),unknown (899) | nestle (233) | lindt (183) | milka (162) | hema (151) | carrefour (150) | u (142) | auchan (82),Snacks (5475) | Snacks sucrés (3573) | Cacao et dérivés (2927) | Chocolats (2775) | Chocolats noirs (997) | Sweet snacks (917) | Chocolats au lait (834) | Chips (717),8000500015711: Kinder Country - 6 barres (558) | 80176831: Kinder Country - 9 barres (558) | 3017620721175: Mini Country Vrac (558) | 26041391: Galettes Bretonnes (558) | 3046920040440: Excellence Noir Orange sanguine de Sicile (558) | 8170590002059: Noir 100% dattes graines de courge sésame toasté (558) | 41208532: Fine Milk Chocolate (558) | 3046920022408: Lindt Coffret Excellence (558),likely_category_scope_noise,,
FRANCE,snacks,energy_kcal_100g,P90-P95,top,3363,566,558.2,575,chocolat (1537) | noir (839) | lait (621) | chocolate (276) | cacao (223) | noisettes (181) | tablette (156) | blanc (151) | kinder (132) | chips (128),unknown (386) | lindt (142) | kinder (97) | ferrero (87) | chevaliers d'argouges (84) | nestle (64) | milka (60) | valrhona (47),Snacks (2808) | Snacks sucrés (2236) | Cacao et dérivés (2088) | Chocolats (1924) | Chocolats noirs (868) | Chocolats au lait (537) | Sweet snacks (434) | Cocoa and its products (390),3275179243801: Oeufs chocolat amandes (575) | 3501940354002: White Chocolate With Cherry (575) | 8006380212271: Cioccolato al latte finissimo con mandorle intere di Sicilia (575) | 4337185632228: Edel-Zartbitter Haselnuss (575) | 659253120159: Chocolate bar noir (575) | 3760145843562: Chocolat noir 75% (575) | 5011835102390: Organic Dark Cooking Chocolate (575) | 4902201172981: Kitkat Mini Maccha (575),likely_category_scope_noise,,
FRANCE,snacks,energy_kcal_100g,P95-P99,top,2691,585,575,605,chocolat (1220) | noir (731) | lait (456) | cacao (226) | chocolate (207) | noisettes (200) | blanc (148) | tablette (133) | chips (122) | dark (95),unknown (318) | lindt (84) | u (49) | valrhona (46) | ferrero (43) | kinder (40) | ethiquable (39) | le chocolat des francais (38),Snacks (2305) | Snacks sucrés (1864) | Cacao et dérivés (1784) | Chocolats (1725) | Chocolats noirs (900) | Chocolats au lait (421) | Sweet snacks (329) | Cocoa and its products (300),"3760147070010: Chocolate (605) | 3258590000116: Chocolat noir 70% cacao (605) | 3457041159438: Chocolat au lait Noisettes du Piémont (605) | 3347430019026: Chocolat noir amandes entieres (605) | 3483981901516: Lait équitable français cacao 56 Pérou grand cru cusco (605) | 3501940138473: Chocolat au lait fourré à la pâte à tartiner (605) | 8437007611298: Chocolate Negro 85% Cacao (605) | 3760077187918: Chocolat noir, Madagascar, 85% (605)",likely_category_scope_noise,,
FRANCE,snacks,energy_kcal_100g,P99-P100,top,673,620,605,808.8,chocolat (272) | noir (203) | chocolate (79) | cacao (70) | lait (57) | dark (51) | lindor (43) | noisettes (42) | tablette (25) | blanc (23),lindt (59) | unknown (52) | lovechock (22) | dardenne (20) | alter eco (17) | moulin des moines (15) | bovetti (13) | lindor (13),Snacks (564) | Snacks sucrés (422) | Cacao et dérivés (398) | Chocolats (378) | Chocolats noirs (264) | Sweet snacks (118) | Cocoa and its products (115) | Chocolates (104),"3341621500171: La corne de gazelle Aïoli artisanal La barquette de 200 gr (809) | 7862109270080: Chocolat noir bio (735) | 8858702421737: Taokaenoi Crispy Seaweed - Tom Yom Goong Flavour (729) | 8718421156535: Chocolat cru biologique (723) | 900348: Macadamias Dry Roasted & Salted (719) | 22000159335: ALTOIDS Curiously Strong Mints Peppermint (714) | 8719200196612: Gourmet Doux - Tartine, cuisine, pâtisserie (713) | 5425038440829: Dark chocolate 99% cocoa (708)",likely_category_scope_noise,,
FRANCE,snacks,fat_g_100g,P0-P1,bottom,671,0,0,0,bonbons (55) | candy (48) | sucette (41) | jelly (26) | miel (25) | fini (24) | bonbon (22) | marshmallow (21) | mix (20) | marshmallows (19),unknown (187) | fini (91) | verquin (19) | les gourmandises de sophie (14) | hema (11) | fizzy (10) | samia (9) | red band (6),Snacks (483) | Snacks sucrés (379) | Confiseries (349) | Bonbons (343) | Sweet snacks (92) | Confectioneries (90) | en:candies (74) | Candies (66),96033579: Brain Blasterz Brain Bitz (0) | 4711931018458: Mochi du Taro (0) | 3700345908043: Méli-mélo Fruités - Bonbonnière S - LES GOURMANDISES DE SOPHIE (0) | 3700345907862: Marshmallow Special Fondue Choco (0) | 3700345907855: Marshmallows BBQ XXL (0) | 3501273032028: Bonbons à l'arôme naturel de menthe (0) | 8410442380608: Sucette naturelle ronde moyenne (0) | 3501271306121: Croibleu Menthe Extra Forte (0),normal_category_tail,,
FRANCE,snacks,fat_g_100g,P10-P20,bottom,6706,7.1,2.1,10.8,chocolat (327) | flan (287) | caramel (265) | brioche (238) | beurre (227) | biscuits (218) | nougat (185) | crackers (177) | barres (175) | mochi (173),unknown (1488) | carrefour (132) | u (131) | auchan (127) | haribo (122) | carambar (89) | leader price (70) | leclerc (62),Snacks (5003) | Snacks sucrés (3897) | Biscuits et gâteaux (1972) | Biscuits (1088) | Confiseries (987) | Pâtisseries (943) | Sweet snacks (720) | Bonbons (661),3103220047910: Fan box (2.1) | 3760070341669: L'Authentique Canelé Armagnac (2.1) | 3263851321411: Barres Céréalières chocolat noir (2.1) | 3263859692513: Baba au Rhum Crème saveur Vanille (2.1) | 3664346346498: Long fizz colors (2.1) | 3760322505405: Barre Longue Distance (2.1) | 3328560885491: Babas au rhum (2.1) | 3263850579219: Barquettes à l'abricot (2.1),likely_category_scope_noise,,
FRANCE,snacks,fat_g_100g,P1-P5,bottom,2683,0,0,0.3,bonbons (247) | candy (211) | miel (123) | jelly (119) | bonbon (117) | menthe (84) | sucette (77) | meringues (72) | marshmallows (68) | guimauve (64),unknown (701) | lutti (126) | hema (79) | trolli (77) | chupa chups (62) | les anis de flavigny (59) | jelly belly (53) | haribo (41),Snacks (2010) | Snacks sucrés (1647) | Confiseries (1535) | Bonbons (1531) | Bonbons gélifiés (341) | Sweet snacks (321) | Confectioneries (309) | en:candies (272),3116740019572: Lutti mint menthe fraîche Original (0) | 3245393456189: Menthe à l'arôme naturel de menthe (0) | 8713600175000: LOOKOLOOK Saure Erdbeerstreifen (0) | 3595899850166: Solens Guimauves Saveurs D Antan (0) | 3595894706789: Pastilles Miel (0) | 3595890299049: Valda (0) | 3595890299025: Gomme goût menthe eucalyptus (0) | 3595890247200: Gommes goût réglisse (0),likely_category_scope_noise,,
FRANCE,snacks,fat_g_100g,P5-P10,bottom,3353,0.5,0.3,2.1,bonbons (380) | haribo (246) | miel (165) | bonbon (123) | mix (106) | confiserie (95) | cola (84) | dragibus (77) | tac (77) | fraise (76),haribo (815) | unknown (572) | u (102) | ferrero (56) | auchan (46) | mentos (44) | afchain (43) | fini (35),Snacks (2595) | Snacks sucrés (2148) | Bonbons (1757) | Confiseries (1737) | Bonbons gélifiés (454) | Sweet snacks (373) | Biscuits et gâteaux (342) | en:candies (319),"3276650117130: Cola pep's (0.3) | 3222477444898: Bouteilles cola 30% de sucres (0.3) | 4600508721283: Golosinas con Manzana (0.3) | 8713600194735: Serpent fruités (0.3) | 3588400258940: Les bonbons rigolos (0.3) | 3266980373405: Reghalal, Blanc de provencale halal, la barquette de 4 tranches (0.3) | 8714200214083: Venco Pondspak Zoute Mix (0.3) | 8718537698523: Bonbons animaux sucrés (0.3)",likely_category_scope_noise,,
FRANCE,snacks,fat_g_100g,P80-P90,top,6706,34,32,37,chocolat (1893) | chips (1016) | lait (986) | noir (746) | chocolate (543) | blanc (231) | caramel (225) | kinder (214) | noisettes (200) | milk (197),unknown (856) | lindt (229) | nestle (187) | carrefour (159) | milka (147) | ferrero (145) | kinder (128) | u (120),Snacks (5416) | Snacks sucrés (3254) | Cacao et dérivés (2717) | Chocolats (2518) | Chips (949) | Snacks salés (922) | Amuse-gueules (916) | Chips et frites (900),"3474340099784: La Corse Chocolat noir, Figues et Citron (37) | 8001675552704: Chocolat au lait (37) | 602652177750: nan (37) | 3222477169067: Tablette Chocolat Blanc Framboise Fraise (37) | 4068706599934: Peanuts & whole milk chocolate (37) | 3396110200018: Chips à l'ancienne extrafines (37) | 4099200219134: Chocolat blanc fourré au yahourt a la fraise (37) | 3560071311360: Oeufs au praliné (37)",likely_category_scope_noise,,
FRANCE,snacks,fat_g_100g,P90-P95,top,3353,39,37,41,chocolat (1501) | noir (856) | lait (653) | chocolate (235) | noisettes (218) | chips (208) | cacao (199) | tablette (152) | blanc (145) | amandes (143),unknown (389) | lindt (138) | u (60) | chevaliers d'argouges (59) | valrhona (56) | bovetti (47) | kinder (47) | nestle (43),Snacks (2853) | Snacks sucrés (2218) | Cacao et dérivés (2064) | Chocolats (1961) | Chocolats noirs (933) | Chocolats au lait (554) | Sweet snacks (412) | Cocoa and its products (365),"3258590002820: Noir 50% (41) | 8610973: Chocolat (41) | 20884628: Fin carré Blanc Amandes entières (41) | 8594071480264: Crackers Lin Tomate Chili (41) | 3395321046583: Chocolat De Couverture Au Lait 40% En Fève Jivara (41) | 3046920028585: Excellence Dark 70% Cocoa (41) | 3046920028226: Lindt Excellence 70% cacao (41) | 7616500912496: Noxana Milchschokolade Mit Haselnüssen, Mit Süss... (41)",likely_category_scope_noise,,
FRANCE,snacks,fat_g_100g,P95-P99,top,2683,43.49,41,48,chocolat (1389) | noir (1173) | cacao (326) | chocolate (228) | lait (218) | noisettes (179) | tablette (159) | dark (130) | amandes (84) | sel (75),unknown (293) | lindt (77) | le chocolat des francais (48) | valrhona (41) | bovetti (41) | chevaliers d'argouges (40) | ethiquable (39) | moulin des moines (36),Snacks (2340) | Snacks sucrés (1991) | Cacao et dérivés (1925) | Chocolats (1869) | Chocolats noirs (1417) | Chocolat noir en tablette extra dégustation à 70% de cacao minimum (326) | Sweet snacks (296) | Cocoa and its products (281),8003340801353: Lindor Blanc (48) | 8003340805603: Lindor (48) | 3258590000338: Noir 71% tradition (48) | 8410342004710: Ref 19 Xocolata 85% Sense Sucre Africa 100GR Torras (48) | 8019730050898: 78 % cacao (48) | 26039305: Chocolat lait amandes (48) | 3046920030090: Lindt excellence (48) | 3395320067572: Noir Abinao 85% (48),likely_category_scope_noise,,
FRANCE,snacks,fat_g_100g,P99-P100,top,671,52,48,100,chocolat (281) | noir (277) | cacao (118) | chocolate (78) | dark (62) | extra (30) | tablette (28) | noisettes (20) | cru (19) | pérou (18),unknown (53) | lindt (37) | lovechock (21) | bovetti (17) | dardenne (17) | saveurs & nature (17) | alter eco (13) | ethiquable (12),Snacks (567) | Snacks sucrés (428) | Cacao et dérivés (413) | Chocolats (407) | Chocolats noirs (355) | Sweet snacks (118) | Chocolates (113) | Cocoa and its products (112),"3662376039915: 4 Saisons (100) | 3341621500171: La corne de gazelle Aïoli artisanal La barquette de 200 gr (90.5) | 8719200196612: Gourmet Doux - Tartine, cuisine, pâtisserie (79) | 900348: Macadamias Dry Roasted & Salted (75) | 7862109270080: Chocolat noir bio (71) | 4056489336358: Vita d'or (70) | 3701269700447: Chips de coco Bio (67.8) | 8718421156535: Chocolat cru biologique (66.3)",likely_category_scope_noise,,
FRANCE,snacks,fat_g_per_100kcal,P0-P1,bottom,670,0,0,0,candy (73) | bonbons (58) | jelly (27) | menthe (27) | bonbon (21) | marshmallows (21) | miel (20) | mix (19) | mini (18) | goût (17),unknown (200) | ricola (22) | hema (21) | verquin (20) | fini (13) | chupa chups (13) | casino (12) | woogie (10),Snacks (496) | Snacks sucrés (397) | Confiseries (358) | Bonbons (350) | Sweet snacks (78) | Confectioneries (77) | en:candies (69) | Bonbons gélifiés (59),725226066660: Candy Hot and Salted Tamarind Pulp (0) | 8413178213134: Bonbon Sucette Bi-colors Tâche Langues Boîte De? (0) | 8413178213073: Bonbons Mûres Perlées (0) | 8413178207249: Bonbons party mix (0) | 8413178175999: Jelly Beans (0) | 8413178166102: Sucettes Vidal (0) | 4009900406918: hubba bubba mega long (0) | 3560070339464: Bonbons Eucalyptus & Menthe (0),normal_category_tail,,
FRANCE,snacks,fat_g_per_100kcal,P10-P20,bottom,6694,2.1247,0.6849,2.9891,beurre (297) | biscuits (291) | crackers (288) | nougat (283) | chocolat (282) | caramel (279) | barres (223) | céréales (194) | brioche (177) | mochi (170),unknown (1259) | u (137) | auchan (132) | haribo (113) | carrefour (103) | carambar (88) | nestle (78) | casino (71),Snacks (4992) | Snacks sucrés (3763) | Biscuits et gâteaux (1795) | Biscuits (1387) | Confiseries (1073) | Sweet snacks (787) | Bonbons (631) | Pâtisseries (579),5010029222005: Weetabix Protein (0.685) | 5013665100058: ORGANIC UNSALTED WHOLEGRAIN RICE CAKES (0.685) | 3116740032298: Scoubi fizz (0.687) | 3116740031901: Bonbons piquants aux goûts de fruits Scoubi fizz (0.687) | 8716100652064: Fruchtgummi Schnüre (0.687) | 8719979200428: Raw bar vegan cocoa and gojiberry (0.689) | 9002859079375: Sour Strawberry Strips 85g Beutel Woogie (0.689) | 3103220031957: Réglisse mix (0.689),likely_category_scope_noise,,
FRANCE,snacks,fat_g_per_100kcal,P1-P5,bottom,2677,0,0,0.092,bonbons (248) | candy (189) | miel (123) | bonbon (118) | jelly (117) | sucette (102) | sour (69) | menthe (69) | meringues (68) | marshmallows (66),unknown (679) | lutti (138) | fini (85) | trolli (77) | hema (70) | les anis de flavigny (59) | chupa chups (54) | jelly belly (52),Snacks (1993) | Snacks sucrés (1636) | Bonbons (1551) | Confiseries (1546) | Bonbons gélifiés (349) | Sweet snacks (328) | Confectioneries (318) | en:candies (274),5011053011610: Bazooka Big Baby Pop! Cola (0) | 3175681141100: Energy Booster Cranberry Grenadine (0) | 3395502996188: Sucette sucre d'orge (0) | 3395502995211: Fraisy Mallow (0) | 3395502983874: Fizzy Shocks (0) | 3175681140608: Crousti'pause fruits rouges (0) | 3395502938263: Tetine party (0) | 3395502892459: Mini Candy Canes Fraise (0),likely_category_scope_noise,,
FRANCE,snacks,fat_g_per_100kcal,P5-P10,bottom,3347,0.1497,0.0929,0.6845,bonbons (375) | haribo (245) | miel (163) | bonbon (123) | mix (110) | confiserie (99) | fraise (88) | cola (84) | tac (77) | dragibus (77),haribo (821) | unknown (541) | u (97) | ferrero (56) | mentos (44) | afchain (43) | auchan (42) | tic tac (35),Snacks (2557) | Snacks sucrés (2112) | Bonbons (1761) | Confiseries (1733) | Bonbons gélifiés (458) | Sweet snacks (378) | en:candies (331) | Biscuits et gâteaux (329),3263626462622: Mini Ourson 120G (0.0929) | 4550583825072: Marshmallows mit Matcha-Grüntee-Geschmack (0.0932) | 3263852411715: Assortiment gélifiés (0.0938) | 8718537698523: Bonbons animaux sucrés (0.094) | 2022446299990: Stevige verwendrop zout (0.0943) | 8854099005017: Bonbon tamarin a la mangue (0.0954) | 3103220020562: Maxi Cocobat (0.0972) | 3700345902379: Bocal Mélange Confiserie 400 g (0.0989),likely_category_scope_noise,,
FRANCE,snacks,fat_g_per_100kcal,P80-P90,top,6694,6.3746,6.1269,6.7196,chocolat (1904) | chips (1032) | lait (966) | noir (681) | chocolate (438) | noisettes (249) | kinder (238) | blanc (232) | caramel (213) | amandes (161),unknown (942) | lindt (179) | kinder (160) | ferrero (152) | nestle (146) | carrefour (120) | milka (118) | u (111),Snacks (5482) | Snacks sucrés (3380) | Cacao et dérivés (2480) | Chocolats (2260) | Chips (960) | Snacks salés (946) | Amuse-gueules (933) | Chips et frites (915),"3256224755746: Chocolat noir éclats de pécan (6.72) | 2119: nan (6.72) | 8437013877114: Patates artesanes (6.72) | 6281036110008: Lays Chips (salted, 14 G) (6.72) | 3270160822201: Joli cadeau MOUSSE AU CHOCOLAT - GANACHE AU CHOCOLAT AU ALIT - BISCUIT AU CACAO - CROUSTILLANT AU SÉSAME (6.72) | 3350033594661: Chips de légumes (6.72) | 7290000572628: Sésame Halva sans sucre, biscuits (6.72) | 5391501308531: Barre Chocolatee Cruncky Peanut Chunk (6.72)",likely_category_scope_noise,,
FRANCE,snacks,fat_g_per_100kcal,P90-P95,top,3347,6.9767,6.7196,7.2881,chocolat (1352) | noir (871) | lait (484) | chocolate (244) | noisettes (212) | galette (205) | cacao (191) | frangipane (167) | tablette (144) | amandes (136),unknown (540) | lindt (96) | valrhona (66) | u (53) | carrefour (43) | weiss (37) | cote d'or (36) | bovetti (35),Snacks (2836) | Snacks sucrés (2286) | Cacao et dérivés (1808) | Chocolats (1755) | Chocolats noirs (960) | Chocolats au lait (445) | Sweet snacks (386) | Biscuits et gâteaux (374),7613036210744: Chocolat noir aux noisettes entières (7.29) | 3572870000796: Perles de noisettes (7.29) | 3595180302022: Chocolat Noir 70% - Napolitain Acariga Aux éclats De Fève (7.29) | 3270160825745: 2 Cœurs Mangue - Passion - Framboise (7.29) | 3760168911163: Chocolat noir 69% (7.29) | 3415582007038: Bites Salted caramel (7.29) | 3073416101255: Chocolat pur noir (7.29) | 5024278001502: Pumpkin & Sunflower Seed Bars 4 x (7.29),likely_category_scope_noise,,
FRANCE,snacks,fat_g_per_100kcal,P95-P99,top,2678,7.5972,7.2881,8.2168,chocolat (1350) | noir (1204) | cacao (321) | chocolate (237) | tablette (155) | dark (147) | lait (143) | noisettes (136) | amandes (75) | sel (73),unknown (321) | lindt (68) | bovetti (57) | le chocolat des francais (41) | chevaliers d'argouges (39) | chocolaterie castelain (37) | moulin des moines (36) | dardenne (36),Snacks (2334) | Snacks sucrés (1981) | Cacao et dérivés (1843) | Chocolats (1787) | Chocolats noirs (1468) | Chocolat noir en tablette extra dégustation à 70% de cacao minimum (328) | Sweet snacks (283) | Cocoa and its products (262),"5425007885606: Chocolat noisettes entières noir 72 % (8.22) | 5060343749122: Roasted almond butter dark chocolate (8.22) | 3760077187918: Chocolat noir, Madagascar, 85% (8.21) | 7771712001052: Chocolate Amargo Intenso (8.21) | 3025640081117: Chocolat Noir 80% (8.21) | 3258590005517: Fritures de Pâques (8.21) | 8594183250090: Tablette De Cacao Cru Au Sucre De Coco (8.21) | 8719987634109: 8 petites boîte de pringles (8.21)",likely_category_scope_noise,,
FRANCE,snacks,fat_g_per_100kcal,P99-P100,top,670,8.5938,8.2171,12.0852,noir (271) | chocolat (254) | cacao (126) | chocolate (75) | dark (64) | extra (34) | tablette (22) | pérou (18) | pure (16) | chips (15),unknown (54) | lindt (35) | lovechock (19) | saveurs & nature (14) | alter eco (12) | chocolaterie castelain (11) | dardenne (10) | carrefour (8),Snacks (565) | Snacks sucrés (424) | Cacao et dérivés (394) | Chocolats (391) | Chocolats noirs (358) | Chocolates (107) | Sweet snacks (102) | Cocoa and its products (96),"8413675001098: Croissant (12.1) | 3341621500171: La corne de gazelle Aïoli artisanal La barquette de 200 gr (11.2) | 3770012010010: Chocolat noir (11.1) | 4056489336358: Vita d'or (11.1) | 8719200196612: Gourmet Doux - Tartine, cuisine, pâtisserie (11.1) | 8719326493459: MCTs low carb white chocolate (10.9) | 3760009684010: Sardines chocolat au lait (10.7) | 202119018376: chausson aux pommes (10.6)",likely_category_scope_noise,,
FRANCE,snacks,fiber_g_100g,P0-P1,bottom,378,0,0,0,chocolat (47) | chocolate (20) | lait (18) | candy (18) | caramel (16) | bonbons (12) | blanc (12) | sour (11) | mix (10) | chips (10),unknown (60) | hema (22) | cora (18) | brioche pasquier (8) | skittles (8) | woogie (7) | pasquier (7) | pepperidge farm (7),Snacks (288) | Snacks sucrés (202) | Confiseries (89) | Bonbons (69) | Sweet snacks (61) | Biscuits et gâteaux (54) | Cacao et dérivés (44) | Chocolats (43),9400501003240: Manuka Honey Lozenges with Propolis (0) | 9300617003328: Chocolate Block Dairy Milk (0) | 9300617041092: Dairymilk Chocolate (0) | 5000159562294: nan (0) | 71185: Spiketail the dinosaur (0) | 74130: Gouttes de Meringue aux Pépites d'Érable (0) | 9032250000005: Sucette Mandala en Guimauve (0) | 90426223: Choco Snack (0),likely_category_scope_noise,,
FRANCE,snacks,fiber_g_100g,P10-P20,bottom,3771,0.6,0,1.1,chocolat (410) | lait (221) | caramel (216) | beurre (186) | chocolate (186) | mini (144) | madeleines (143) | bonbons (130) | blanc (124) | salé (85),unknown (320) | u (176) | carrefour (107) | auchan (105) | nestle (83) | lindt (80) | haribo (70) | mars (70),Snacks (3012) | Snacks sucrés (2321) | Biscuits et gâteaux (963) | Confiseries (805) | Cacao et dérivés (615) | Bonbons (602) | Sweet snacks (547) | Chocolats (479),"3564700672228: Sucettes aux fruits x 16 (0) | 3222475427657: Bana'bonbons de (0) | 3222475428098: Fraises LOLIFRAIZ (0) | 3222475429026: Chocolat Blanc (0) | 3222475431920: de Oeufs surprise (0) | 3222475440106: Marsmallows de ""colorants Naturels"" (0) | 4000539702082: nan (0) | 4000539727009: Schokoladen-Teddy (0)",likely_category_scope_noise,,
FRANCE,snacks,fiber_g_100g,P1-P5,bottom,1508,0,0,0,chocolat (214) | lait (95) | beurre (73) | chocolate (66) | bonbons (60) | noir (60) | caramel (56) | cookies (42) | madeleines (41) | candy (39),unknown (159) | ferrero (43) | leader price (37) | lindt (33) | ker cadelac (24) | u (22) | kinder (20) | fini (20),Snacks (1222) | Snacks sucrés (910) | Confiseries (350) | Biscuits et gâteaux (292) | Sweet snacks (257) | Cacao et dérivés (255) | Bonbons (252) | Chocolats (209),8716100216433: Biggetjes (0) | 8716100246430: Katja VRUVAN VEGGIE E GELATINE DIERLUKE GELA Yoghu (0) | 3258561070056: Bonbons Tendres aux Fruits Sachet 150 g Lot de 12 (0) | 3258561070070: bonbons tendres (0) | 3258561070117: Sticks Gouts Fruit Et Cola (0) | 3258561070568: Bonbons au Miel (0) | 3258561070582: Bonbons Goût violette (0) | 3588570442958: Gaufrette Chti (0),likely_category_scope_noise,,
FRANCE,snacks,fiber_g_100g,P5-P10,bottom,1886,0,0,0,chocolat (268) | noir (101) | lait (99) | bonbons (88) | caramel (87) | beurre (81) | mochi (60) | chocolate (56) | blanc (54) | candy (49),unknown (212) | haribo (93) | les anis de flavigny (69) | lindt (69) | carrefour (51) | lutti (37) | hema (30) | verquin (26),Snacks (1543) | Snacks sucrés (1227) | Confiseries (591) | Bonbons (487) | Biscuits et gâteaux (338) | Cacao et dérivés (319) | Chocolats (282) | Sweet snacks (251),606541803003: Gluten Free Multi-Grain Baked Crackers (0) | 7898916991016: Biscoito de Polvilho (0) | 78525832: Flan pâtissier (0) | 7862109271391: Chocolate Orgánico con esencia de Rosa Andina (0) | 7791875000471: Havannets Chocolate (0) | 7795735000328: Bizcocho Salado (0) | 7802230081162: Kuky (0) | 78023994: bon o bon (0),likely_category_scope_noise,,
FRANCE,snacks,fiber_g_100g,P80-P90,top,3772,6.8,5.6,8.5,chocolat (802) | noir (664) | chips (297) | chocolate (266) | biscuits (223) | céréales (160) | bar (160) | barre (140) | barres (137) | dark (121),unknown (249) | nestle (110) | carrefour (84) | auchan (77) | u (75) | cote d'or (63) | nature valley (62) | belvita (58),Snacks (2798) | Snacks sucrés (1635) | Biscuits (762) | Sweet snacks (678) | Biscuits et gâteaux (627) | Cacao et dérivés (593) | Chocolats (545) | Chocolats noirs (449),20141486: Popcorn süss (8.5) | 9000159019893: Kellys Golden Pop (8.5) | 3700214613108: Fèves de Cacao (8.5) | 9300652807226: Weet-Bix Go (8.5) | 7622210114648: Digestive avena (8.5) | 3760250162183: Enka barre de fruits Rhubarbe et fraise (8.5) | 3396411217869: Barre Amande (8.5) | 9120107220116: Barre chocolat et cacahuètes (8.5),likely_category_scope_noise,,
FRANCE,snacks,fiber_g_100g,P90-P95,top,1886,9.7,8.5,11.22,noir (604) | chocolat (585) | cacao (136) | chocolate (135) | bar (85) | dark (81) | amandes (76) | chips (71) | tablette (71) | protein (71),unknown (129) | nestle (56) | u (48) | carrefour (45) | auchan (39) | cote d'or (39) | moulin des moines (25) | alter eco (24),Snacks (1438) | Snacks sucrés (937) | Cacao et dérivés (620) | Chocolats (597) | Chocolats noirs (555) | Sweet snacks (340) | Cocoa and its products (197) | Chocolates (192),3347430013024: Chocolat noir cru aux fleurs (11.2) | 3347430004862: Chocolat noir aux baies de Goji (11.2) | 8690526094090: ETI FORM (11.2) | 3760081900718: Chocolat noir 73% Vietnam (11.2) | 3770022863125: Crackers de légumes BIO tomate provençale (11.2) | 8713276074331: pop corn salé (11.2) | 8017331061909: Cioccolato fondente funzionale con edulcorante (11.2) | 5060367450844: Tortilla Chips Graines de Chia (11.2),likely_category_scope_noise,,
FRANCE,snacks,fiber_g_100g,P95-P99,top,1508,13.45,11.22,19.6667,chocolat (553) | noir (491) | cacao (156) | chocolate (114) | chips (81) | dark (67) | crackers (60) | barre (58) | bar (53) | protein (47),unknown (130) | saveurs & nature (32) | nestle (32) | carrefour (28) | u (22) | casino (22) | auchan (21) | bovetti (21),Snacks (1216) | Snacks sucrés (828) | Cacao et dérivés (614) | Chocolats (599) | Chocolats noirs (548) | Sweet snacks (224) | Cocoa and its products (141) | Chocolates (136),3700152400051: Chocolat Equateur (19.7) | 3700152400181: Chocolat fondant (19.7) | 3700152400266: Dos cielos (19.7) | 3700152400433: Porcelana (19.7) | 3701198801956: Caïman noir 63% Perou (19.7) | 3700152400075: Puerto Cabello Chocolat noir (19.7) | 3700152400044: Chocolat bonnat Trinité Antilles 75% de cacao (19.7) | 3700152400389: Chocolat Madagascar (19.7),likely_category_scope_noise,,
FRANCE,snacks,fiber_g_100g,P99-P100,top,378,24,19.6667,88,chocolat (109) | noir (63) | cacao (35) | bar (34) | chocolate (29) | barres (21) | barre (19) | tablette (14) | vegan (11) | protein (11),unknown (35) | francois pralus (13) | newtree (11) | plaq (10) | gerlinea (10) | saldac (8) | canderel (7) | u (7),Snacks (298) | Snacks sucrés (215) | Cacao et dérivés (131) | Chocolats (119) | Chocolats noirs (103) | Sweet snacks (54) | Barres (51) | Confiseries (35),"4001686304792: nan (88) | 3103220039298: Bonbons Tagada Pink & Pik (71) | 77057006: Dessert noir puur cacao 52% (68) | 8719324585026: Sesame caramel bar (67) | 4750024203227: Chips au fromage (64) | 4066447257700: nan (62.2) | 8412080003529: Nougat (62) | 8690504015352: Knusprige Mediterranos Knabber Sticks, pikant gewü... (60)",likely_category_scope_noise,,
